N,N2,N3,M,All
,,,,0.5212
,,,,37.6997
,,,,37.6434
,,,,37.6069
,,,,37.654
,,,,37.722
,,,,37.5939
,,,,37.656
,,,,0.926
,,,,0.9292
,,,,0.9278
,,,,0.5757
,,,,0.9169
,,,,0.9502
,,,,0.9247
,,,,0.9544
,,,,0.9338
,,,,37.8012
,,,,37.8393
,,,,37.5901
,,,,37.6323
,,,,37.8014
,,,,0.3705
,,,,37.661
,,,,37.8368
,,,,37.7435
,,,,0.9254
,,,,0.9257
,,,,0.93
,,,,0.9181
,,,,37.827
,,,,37.7877
,,,,37.8338
,,,,0.3859
,,,,37.8285
,,,,0.9548
,,,,0.9619
,,,,37.6229
,,,,37.601
,,,,0.9158
,,,,37.632
,,,,0.9234
,,,,37.7172
,,,,2.3785
,,,,3.2354
,,,,2.3746
,,,,2.0939
,,,,2.088
,,,,2.1384
,,,,2.1548
,,,,2.1506
,,,,2.1593
,,,,2.3697
,,,,2.4045
,,,,2.1592
,,,,2.0282
,,,,2.1513
,,,,2.119
,,,,2.1719
,,,,2.1022
,,,,2.1644
,,,,2.3876
,,,,2.3977
,,,,2.102
,,,,2.1179
,,,,2.4068
,,,,3.2768
,,,,2.102
,,,,2.4088
,,,,2.1051
,,,,2.1446
,,,,2.1332
,,,,2.1485
,,,,2.1564
,,,,2.1706
,,,,2.1719
,,,,2.1602
,,,,3.2881
,,,,2.0691
,,,,2.1547
,,,,39.0336
,,,,39.0286
,,,,39.0416
,,,,39.0174
,,,,38.9232
,,,,38.9007
,,,,38.9106
,,,,38.8986
,,,,38.9802
,,,,0.5128
,,,,38.949
,,,,38.9339
,,,,38.8631
,,,,39.0639
,,,,38.9232
,,,,39.0128
,,,,38.8527
,,,,39.0191
,,,,38.9813
,,,,39.0084
,,,,0.5827
,,,,38.9584
,,,,38.9998
,,,,39.0116
,,,,39.0009
,,,,39.0261
,,,,38.916
,,,,38.8089
,,,,38.8875
,,,,38.8233
,,,,38.9308
,,,,3.2066
,,,,38.8723
,,,,38.9673
,,,,38.8024
,,,,0.9096
,,,,0.9146
,,,,0.9473
,,,,0.9175
,,,,0.9089
,,,,0.9425
,,,,0.9145
,,,,3.3135
,,,,0.917
,,,,37.7879
,,,,37.7323
,,,,37.7692
,,,,37.7288
,,,,37.6364
,,,,37.5656
,,,,37.6421
,,,,37.6686
,,,,2.3672
,,,,0.5174
,,,,2.094
,,,,2.1359
,,,,2.1553
,,,,38.94
,,,,38.9345
,,,,39.0284
,,,,38.8258
,,,,2.3807
,,,,2.1176
,,,,39.0131
,,,,3.2008
,,,,38.9276
,,,,2.1499
,,,,38.8694
,,,,2.1619
,,,,38.8427
,,,,0.9321
,,,,0.9139
,,,,0.9588
,,,,0.9206
,,,,0.9246
,,,,0.5803
,,,,0.9484
,,,,0.9129
,,,,0.9204
,,,,2.3738
,,,,2.1014
,,,,2.4064
,,,,2.0997
,,,,2.1571
,,,,2.1453
,,,,2.1727
,,,,3.2846
,,,,2.1552
,,,,37.7456
,,,,37.8185
,,,,37.701
,,,,37.6257
,,,,38.9337
,,,,38.9563
,,,,38.9634
,,,,38.9308
,,,,37.8014
,,,,0.3676
,,,,37.7801
,,,,39.0409
,,,,38.973
,,,,37.6134
,,,,38.9268
,,,,37.6443
,,,,38.9
,,,,0.9213
,,,,0.9273
,,,,0.9428
,,,,0.366
,,,,0.3917
,,,,0.9166
,,,,0.9193
,,,,0.954
,,,,0.9298
,,,,0.9207
,,,,37.82
,,,,37.7616
,,,,37.771
,,,,37.8238
,,,,37.6491
,,,,0.3677
,,,,37.5861
,,,,37.6032
,,,,37.6509
,,,,0.928
,,,,0.9159
,,,,0.9542
,,,,0.9331
,,,,37.8427
,,,,37.6059
,,,,37.8364
,,,,0.397
,,,,37.6677
,,,,0.9211
,,,,0.9121
,,,,37.7617
,,,,37.8026
,,,,0.9607
,,,,37.6081
,,,,0.9237
,,,,37.7186
,,,,2.3983
,,,,2.0407
,,,,2.1063
,,,,2.1454
,,,,2.1655
,,,,2.3921
,,,,2.1361
,,,,2.092
,,,,2.1693
,,,,2.3917
,,,,2.1163
,,,,2.3957
,,,,2.0407
,,,,2.0975
,,,,2.1343
,,,,2.147
,,,,2.1593
,,,,2.1675
,,,,39.0283
,,,,39.0686
,,,,38.9026
,,,,38.8806
,,,,38.9832
,,,,2.0726
,,,,38.789
,,,,39.0091
,,,,38.8632
,,,,39.0255
,,,,39.0524
,,,,38.9433
,,,,39.0218
,,,,38.8823
,,,,38.8631
,,,,38.8429
,,,,2.072
,,,,38.8241
,,,,0.5022
,,,,3.239
,,,,0.3621
,,,,0.3849
,,,,2.0268
,,,,0.5164
,,,,0.3606
,,,,3.2492
,,,,2.035
,,,,0.5288
,,,,3.2012
,,,,0.5279
,,,,3.2222
,,,,0.3676
,,,,0.3538
,,,,0.3564
,,,,2.0232
,,,,2.0435
,,,,0.5201
,,,,3.2517
,,,,0.3596
,,,,2.0214
,,,,0.52
,,,,0.3696
,,,,3.2324
,,,,0.3825
,,,,2.0156
,,,,0.5302
,,,,3.2374
,,,,0.5147
,,,,3.2042
,,,,0.3633
,,,,0.366
,,,,2.0367
,,,,2.0396
,,,,0.5683
,,,,2.0236
,,,,3.2862
,,,,0.383
,,,,2.0875
,,,,0.5679
,,,,0.3854
,,,,3.2838
,,,,2.0589
,,,,0.5672
,,,,3.2556
,,,,0.5738
,,,,3.2193
,,,,2.0396
,,,,3.2754
,,,,0.3898
,,,,0.4006
,,,,2.0636
,,,,2.0869
,,,,0.5813
,,,,3.2768
,,,,0.3851
,,,,2.0854
,,,,0.5745
,,,,2.0881
,,,,0.3919
,,,,3.2605
,,,,2.0748
,,,,0.5776
,,,,3.2852
,,,,0.5841
,,,,3.3196
,,,,0.3815
,,,,0.3908
,,,,2.0868
,,,,2.0874
,,,,2.0751
,,,,0.5076
,,,,3.2291
,,,,0.3671
,,,,2.0378
,,,,0.5148
,,,,0.3635
,,,,3.2391
,,,,2.0308
,,,,0.5268
,,,,0.5187
,,,,3.2095
,,,,0.525
,,,,3.2267
,,,,0.369
,,,,0.3625
,,,,2.0279
,,,,2.0251
,,,,0.5696
,,,,3.2654
,,,,0.3881
,,,,0.5667
,,,,2.07
,,,,0.5794
,,,,0.3825
,,,,3.2714
,,,,2.0794
,,,,0.5668
,,,,3.2814
,,,,0.577
,,,,3.2689
,,,,0.3885
,,,,3.2386
,,,,0.3837
,,,,2.0754
,,,,2.0608
,,,,0.5172
,,,,3.2385
,,,,0.3652
,,,,2.031
,,,,0.5297
,,,,0.3676
,,,,3.2472
,,,,3.2672
,,,,2.0393
,,,,0.5691
,,,,3.3024
,,,,0.5719
,,,,3.2875
,,,,0.3874
,,,,0.3905
,,,,2.0814
,,,,2.0872
,,,,0.5217
,,,,0.3605
,,,,3.2398
,,,,0.3701
,,,,2.0289
,,,,0.5741
,,,,0.3877
,,,,3.2801
,,,,2.0721
,,,,0.5158
,,,,3.199
,,,,0.5811
,,,,2.0194
,,,,3.2809
,,,,0.3659
,,,,0.3944
,,,,2.037
,,,,2.0744
,,,,0.5024
,,,,0.3651
,,,,0.5178
,,,,0.3601
,,,,0.5294
,,,,0.3884
,,,,0.5288
,,,,0.3671
,,,,0.3589
,,,,0.5196
,,,,0.3536
,,,,0.5222
,,,,0.3696
,,,,0.5293
,,,,0.5128
,,,,0.3642
,,,,3.2811
,,,,2.0613
,,,,0.3675
,,,,0.5042
,,,,0.3664
,,,,0.5149
,,,,0.3631
,,,,0.5159
,,,,0.5275
,,,,0.3614
,,,,0.3658
,,,,0.5255
,,,,0.521
,,,,0.3683
,,,,0.5236
,,,,0.3728
,,,,0.5265
,,,,0.5186
,,,,0.3639
,,,,0.3689
,,,,3.2373
,,,,2.0258
,,,,3.2529
,,,,0.5753
,,,,2.0361
,,,,3.2051
,,,,3.2279
,,,,2.0244
,,,,2.0426
,,,,3.2226
,,,,2.0293
,,,,3.2085
,,,,2.0266
,,,,3.2374
,,,,0.3705
,,,,3.2267
,,,,2.0312
,,,,2.0204
,,,,3.2379
,,,,2.0185
,,,,3.2377
,,,,2.0315
,,,,3.239
,,,,3.2389
,,,,2.03
,,,,0.3898
,,,,2.0347
,,,,3.2349
,,,,2.0157
,,,,3.2344
,,,,2.0223
,,,,3.2064
,,,,3.2042
,,,,2.0332
,,,,2.0455
,,,,0.5764
,,,,3.2473
,,,,0.3853
,,,,0.5666
,,,,0.3879
,,,,0.5852
,,,,0.5759
,,,,0.3831
,,,,0.3835
,,,,0.5683
,,,,0.387
,,,,0.5742
,,,,2.0158
,,,,0.3898
,,,,0.5721
,,,,0.5809
,,,,0.4003
,,,,0.3918
,,,,3.2849
,,,,2.0846
,,,,3.2865
,,,,2.0634
,,,,3.2684
,,,,3.2628
,,,,3.2751
,,,,2.0651
,,,,2.0857
,,,,3.2784
,,,,2.0882
,,,,3.2566
,,,,2.0746
,,,,3.2817
,,,,3.311
,,,,2.0856
,,,,2.0728
,,,,2.0713
,,,,0.5681
,,,,0.3828
,,,,0.5663
,,,,0.3936
,,,,0.5765
,,,,0.5795
,,,,0.3827
,,,,0.3826
,,,,3.2605
,,,,0.5291
,,,,2.0665
,,,,3.2671
,,,,2.0809
,,,,3.2809
,,,,3.2692
,,,,2.076
,,,,2.0569
,,,,0.5693
,,,,0.3881
,,,,0.5681
,,,,0.3658
,,,,0.5738
,,,,0.3903
,,,,3.2995
,,,,3.2903
,,,,2.0846
,,,,2.0894
,,,,0.575
,,,,0.387
,,,,3.2929
,,,,2.0704
,,,,0.5809
,,,,3.2412
,,,,3.2801
,,,,0.3979
,,,,2.0746
,,,,0.433
,,,,0.4367
,,,,6.5363
,,,,6.5283
,,,,0.5177
,,,,5.8394
,,,,0.5166
,,,,3.2793
,,,,5.8444
,,,,0.4493
,,,,0.4455
,,,,0.5102
,,,,0.5111
,,,,6.5398
,,,,5.8379
,,,,6.5287
,,,,5.8457
,,,,0.4609
,,,,0.5141
,,,,0.4544
,,,,6.4994
,,,,6.5141
,,,,0.4542
,,,,6.5251
,,,,0.452
,,,,6.5272
,,,,0.5163
,,,,0.5231
,,,,0.5136
,,,,3.2064
,,,,0.5093
,,,,5.8158
,,,,5.8492
,,,,5.84
,,,,5.8309
,,,,0.4533
,,,,0.4455
,,,,6.5344
,,,,6.5278
,,,,0.5056
,,,,0.584
,,,,5.8293
,,,,0.5132
,,,,5.8412
,,,,0.4477
,,,,0.4527
,,,,0.5172
,,,,0.5127
,,,,6.5211
,,,,5.8248
,,,,6.5253
,,,,3.3166
,,,,5.8326
,,,,0.4608
,,,,0.4545
,,,,6.5319
,,,,6.5165
,,,,0.4443
,,,,6.5068
,,,,0.4429
,,,,6.4936
,,,,0.5103
,,,,0.3644
,,,,0.5192
,,,,0.5135
,,,,0.5208
,,,,5.8303
,,,,5.8318
,,,,5.835
,,,,5.832
,,,,0.4638
,,,,0.4646
,,,,6.5287
,,,,0.3943
,,,,6.5151
,,,,0.5372
,,,,5.8605
,,,,0.5393
,,,,5.8559
,,,,0.4617
,,,,0.4629
,,,,0.5405
,,,,0.5439
,,,,6.5273
,,,,0.3653
,,,,5.8266
,,,,6.5278
,,,,5.8503
,,,,0.4646
,,,,0.4665
,,,,6.5077
,,,,6.5348
,,,,0.4681
,,,,6.5153
,,,,0.4664
,,,,2.0237
,,,,0.3887
,,,,6.5414
,,,,0.5281
,,,,0.5248
,,,,0.5357
,,,,0.5288
,,,,5.8334
,,,,5.8527
,,,,5.8521
,,,,5.854
,,,,0.475
,,,,2.0325
,,,,0.4714
,,,,6.5312
,,,,6.5208
,,,,0.5341
,,,,5.8683
,,,,0.5399
,,,,5.8528
,,,,0.4753
,,,,0.4754
,,,,0.5306
,,,,2.0378
,,,,0.5263
,,,,6.5172
,,,,5.8542
,,,,6.5162
,,,,5.8416
,,,,0.4728
,,,,0.4743
,,,,6.5215
,,,,6.5083
,,,,0.4785
,,,,2.0802
,,,,6.548
,,,,0.4775
,,,,6.5241
,,,,0.5388
,,,,0.5368
,,,,0.526
,,,,0.5303
,,,,5.8593
,,,,5.8465
,,,,5.8378
,,,,2.0723
,,,,5.8466
,,,,0.4308
,,,,0.4351
,,,,6.5264
,,,,6.5168
,,,,0.5157
,,,,5.822
,,,,0.5115
,,,,5.8343
,,,,0.4455
,,,,0.5057
,,,,0.4435
,,,,0.5081
,,,,0.5071
,,,,6.5306
,,,,5.8277
,,,,6.514
,,,,5.8434
,,,,0.462
,,,,0.4525
,,,,6.5006
,,,,0.569
,,,,6.5101
,,,,0.4521
,,,,6.5121
,,,,0.4498
,,,,6.5145
,,,,0.5204
,,,,0.524
,,,,0.5164
,,,,0.5131
,,,,5.8257
,,,,3.2294
,,,,5.8422
,,,,5.8244
,,,,5.8173
,,,,0.4628
,,,,0.4652
,,,,6.5295
,,,,6.5252
,,,,0.5372
,,,,5.8699
,,,,0.5408
,,,,3.2663
,,,,5.8519
,,,,0.4761
,,,,0.4719
,,,,0.534
,,,,0.5386
,,,,6.5264
,,,,5.8621
,,,,6.5215
,,,,5.8673
,,,,0.4646
,,,,0.3634
,,,,0.4663
,,,,6.5372
,,,,6.5447
,,,,0.4717
,,,,6.5178
,,,,0.4732
,,,,6.5046
,,,,0.5434
,,,,0.5452
,,,,0.5382
,,,,0.3857
,,,,2.0368
,,,,0.5387
,,,,5.8404
,,,,5.8719
,,,,5.8622
,,,,5.845
,,,,0.4483
,,,,0.4453
,,,,6.5272
,,,,6.5374
,,,,0.509
,,,,0.3875
,,,,5.8309
,,,,0.5197
,,,,5.8353
,,,,0.4593
,,,,0.4556
,,,,0.5156
,,,,0.5195
,,,,6.5407
,,,,5.8387
,,,,6.5338
,,,,2.0703
,,,,5.8457
,,,,0.4653
,,,,0.4684
,,,,6.5162
,,,,6.5491
,,,,0.4692
,,,,6.5345
,,,,0.4664
,,,,6.5502
,,,,0.5283
,,,,0.5171
,,,,0.5266
,,,,0.5355
,,,,0.5313
,,,,5.8419
,,,,5.8644
,,,,5.8671
,,,,5.8631
,,,,0.4484
,,,,0.4498
,,,,6.5243
,,,,0.5679
,,,,6.5204
,,,,0.5155
,,,,5.8231
,,,,0.518
,,,,5.8275
,,,,0.4747
,,,,0.4756
,,,,0.5284
,,,,0.525
,,,,6.5196
,,,,0.362
,,,,5.8589
,,,,6.5327
,,,,5.8511
,,,,0.448
,,,,0.445
,,,,6.5171
,,,,6.5054
,,,,0.4787
,,,,6.5596
,,,,0.4772
,,,,0.3941
,,,,6.5384
,,,,0.5192
,,,,0.5229
,,,,0.5282
,,,,0.5321
,,,,5.8407
,,,,5.8484
,,,,5.8453
,,,,5.8586
,,,,0.4329
,,,,3.2403
,,,,6.5217
,,,,0.5151
,,,,5.837
,,,,0.4479
,,,,0.5068
,,,,6.5378
,,,,5.8393
,,,,0.4604
,,,,6.4975
,,,,0.4532
,,,,2.0364
,,,,6.5214
,,,,0.5189
,,,,0.5145
,,,,5.8267
,,,,5.8502
,,,,0.4523
,,,,6.5245
,,,,0.5061
,,,,5.8223
,,,,0.4501
,,,,3.2897
,,,,0.5173
,,,,6.5274
,,,,5.8256
,,,,0.4581
,,,,6.529
,,,,0.4439
,,,,6.5071
,,,,0.5116
,,,,0.5202
,,,,5.8296
,,,,2.0794
,,,,2.0737
,,,,5.8308
,,,,0.4343
,,,,6.5157
,,,,0.5091
,,,,5.8314
,,,,0.4475
,,,,0.5128
,,,,6.5163
,,,,5.8331
,,,,0.4434
,,,,0.5194
,,,,6.5221
,,,,0.4541
,,,,6.5193
,,,,0.5155
,,,,0.5177
,,,,5.8223
,,,,5.8469
,,,,0.4546
,,,,6.5121
,,,,0.523
,,,,0.5695
,,,,5.8228
,,,,0.4482
,,,,0.5172
,,,,6.5171
,,,,5.8308
,,,,0.4547
,,,,6.5344
,,,,0.443
,,,,6.5038
,,,,0.5127
,,,,3.2471
,,,,0.5213
,,,,5.8299
,,,,5.8494
,,,,0.4629
,,,,6.5427
,,,,0.5378
,,,,5.8747
,,,,0.4633
,,,,0.5398
,,,,6.5364
,,,,3.3033
,,,,5.8405
,,,,0.4766
,,,,6.5404
,,,,0.4735
,,,,6.5317
,,,,0.5371
,,,,0.5385
,,,,5.8713
,,,,5.8711
,,,,0.4645
,,,,0.5298
,,,,6.528
,,,,0.5379
,,,,5.8596
,,,,0.4733
,,,,0.5401
,,,,6.5194
,,,,5.854
,,,,0.4638
,,,,6.531
,,,,0.4762
,,,,3.2411
,,,,6.5067
,,,,0.5435
,,,,0.5363
,,,,5.8467
,,,,5.8433
,,,,0.4634
,,,,6.5143
,,,,0.5275
,,,,5.8451
,,,,0.4674
,,,,0.573
,,,,0.5358
,,,,6.5299
,,,,5.8689
,,,,0.4676
,,,,6.538
,,,,0.4679
,,,,6.5519
,,,,0.526
,,,,0.5314
,,,,5.8643
,,,,3.2979
,,,,5.8584
,,,,0.4768
,,,,6.5025
,,,,0.5278
,,,,5.8563
,,,,0.4733
,,,,0.5263
,,,,6.5274
,,,,5.8526
,,,,0.479
,,,,0.3617
,,,,6.5552
,,,,0.478
,,,,6.5336
,,,,0.5271
,,,,0.5325
,,,,5.8613
,,,,5.8612
,,,,0.4324
,,,,0.5155
,,,,0.4492
,,,,0.5185
,,,,0.3892
,,,,0.5075
,,,,0.4603
,,,,0.4532
,,,,0.5204
,,,,0.5141
,,,,0.4505
,,,,0.5077
,,,,0.4513
,,,,0.5149
,,,,0.457
,,,,0.3676
,,,,0.4392
,,,,0.5123
,,,,0.5151
,,,,0.4644
,,,,0.5359
,,,,0.4619
,,,,0.5416
,,,,0.4659
,,,,0.4683
,,,,0.5254
,,,,0.3834
,,,,0.5356
,,,,0.4757
,,,,0.5322
,,,,0.4746
,,,,0.525
,,,,0.4718
,,,,0.477
,,,,0.539
,,,,0.5275
,,,,6.525
,,,,2.0318
,,,,5.8237
,,,,6.5263
,,,,5.8326
,,,,6.4875
,,,,6.5138
,,,,5.813
,,,,5.8435
,,,,6.5464
,,,,5.8705
,,,,6.533
,,,,2.0343
,,,,5.8659
,,,,6.5384
,,,,6.5504
,,,,5.8516
,,,,5.8602
,,,,6.523
,,,,5.8161
,,,,6.5248
,,,,5.8404
,,,,6.514
,,,,2.087
,,,,6.5289
,,,,5.8407
,,,,5.8643
,,,,6.526
,,,,5.8252
,,,,6.5168
,,,,5.8491
,,,,6.5049
,,,,6.5524
,,,,5.8315
,,,,2.0851
,,,,5.8403
,,,,0.4352
,,,,0.5135
,,,,0.4457
,,,,0.5041
,,,,0.4522
,,,,0.4485
,,,,0.5215
,,,,0.5113
,,,,0.444
,,,,0.5249
,,,,0.5144
,,,,0.4481
,,,,0.5181
,,,,0.4534
,,,,0.4428
,,,,0.5198
,,,,0.5174
,,,,6.5161
,,,,5.8306
,,,,6.516
,,,,0.5773
,,,,5.8353
,,,,6.5364
,,,,6.5342
,,,,5.8314
,,,,5.8333
,,,,6.5015
,,,,5.8231
,,,,6.5152
,,,,5.8173
,,,,6.5174
,,,,3.21
,,,,6.4945
,,,,5.817
,,,,5.8321
,,,,0.4642
,,,,0.5384
,,,,0.464
,,,,0.5416
,,,,0.4732
,,,,0.4785
,,,,0.54
