hw_cpu_arch,hw_cpu_mhz,hw_num_cpus,hw_page_sz,hw_ram_sz,check,preset,extreme,sparse,PERF
i686,3200,2,4096,1000436,crc32,PRESET3,1,0,77.918
i686,3200,2,4096,1000436,crc32,PRESET3,0,1,22.728
i686,3200,2,4096,1000436,crc32,PRESET3,0,0,22.68
i686,3200,2,4096,1000436,crc32,PRESET4,1,1,84.708
i686,3200,2,4096,1000436,crc32,PRESET4,1,0,83.408
i686,3200,2,4096,1000436,crc32,PRESET4,0,1,30.244
i686,3200,2,4096,1000436,crc32,PRESET4,0,0,30.19
i686,3200,2,4096,1000436,none,PRESET1,0,1,13.04
i686,3200,2,4096,1000436,crc32,PRESET5,1,1,80.39
i686,3200,2,4096,1000436,crc32,PRESET5,1,0,80.358
i686,3200,2,4096,1000436,crc32,PRESET5,0,1,36.406
i686,3200,2,4096,1000436,crc32,PRESET5,0,0,36.454
i686,3200,2,4096,1000436,crc32,PRESET6,1,1,87.124
i686,3200,2,4096,1000436,crc32,PRESET6,1,0,87.178
i686,3200,2,4096,1000436,crc32,PRESET6,0,1,44.436
i686,3200,2,4096,1000436,crc32,PRESET6,0,0,44.398
i686,3200,2,4096,1000436,crc32,PRESET7,1,1,91.076
i686,3200,2,4096,1000436,crc32,PRESET7,1,0,90.156
i686,3200,2,4096,1000436,none,PRESET1,0,0,13.028
i686,3200,2,4096,1000436,crc32,PRESET7,0,1,45.088
i686,3200,2,4096,1000436,crc32,PRESET7,0,0,45.15
i686,3200,2,4096,1000436,crc32,PRESET8,1,1,91.264
i686,3200,2,4096,1000436,crc32,PRESET8,1,0,91.12
i686,3200,2,4096,1000436,crc32,PRESET8,0,1,45.576
i686,3200,2,4096,1000436,crc32,PRESET8,0,0,45.558
i686,3200,2,4096,1000436,crc32,PRESET9,1,1,92.15
i686,3200,2,4096,1000436,crc32,PRESET9,1,0,92.07
i686,3200,2,4096,1000436,crc32,PRESET9,0,1,46.434
i686,3200,2,4096,1000436,crc32,PRESET9,0,0,46.434
i686,3200,2,4096,1000436,none,PRESET2,1,1,78.712
i686,3200,2,4096,1000436,crc64,PRESET0,1,1,63.86
i686,3200,2,4096,1000436,crc64,PRESET0,1,0,63.936
i686,3200,2,4096,1000436,crc64,PRESET0,0,1,9.234
i686,3200,2,4096,1000436,crc64,PRESET0,0,0,9.102
i686,3200,2,4096,1000436,crc64,PRESET1,1,1,74.28
i686,3200,2,4096,1000436,crc64,PRESET1,1,0,74.276
i686,3200,2,4096,1000436,crc64,PRESET1,0,1,13.154
i686,3200,2,4096,1000436,crc64,PRESET1,0,0,13.138
i686,3200,2,4096,1000436,crc64,PRESET2,1,1,78.98
i686,3200,2,4096,1000436,crc64,PRESET2,1,0,78.846
i686,3200,2,4096,1000436,none,PRESET2,1,0,78.842
i686,3200,2,4096,1000436,crc64,PRESET2,0,1,17.392
i686,3200,2,4096,1000436,crc64,PRESET2,0,0,17.39
i686,3200,2,4096,1000436,crc64,PRESET3,1,1,77.99
i686,3200,2,4096,1000436,crc64,PRESET3,1,0,77.918
i686,3200,2,4096,1000436,crc64,PRESET3,0,1,22.776
i686,3200,2,4096,1000436,crc64,PRESET3,0,0,22.80
i686,3200,2,4096,1000436,crc64,PRESET4,1,1,82.94
i686,3200,2,4096,1000436,crc64,PRESET4,1,0,83.296
i686,3200,2,4096,1000436,crc64,PRESET4,0,1,30.238
i686,3200,2,4096,1000436,crc64,PRESET4,0,0,30.236
x86_64,3401,8,4096,8096712,none,PRESET0,1,1,22.568
x86_64,3401,8,4096,8096712,none,PRESET0,1,0,23.104
x86_64,3401,8,4096,8096712,none,PRESET2,0,1,4.13
x86_64,3401,8,4096,8096712,crc64,PRESET5,1,1,27.42
x86_64,3401,8,4096,8096712,crc64,PRESET5,1,0,27.312
x86_64,3401,8,4096,8096712,crc64,PRESET5,0,1,11.556
x86_64,3401,8,4096,8096712,crc64,PRESET5,0,0,11.566
x86_64,3401,8,4096,8096712,crc64,PRESET6,1,1,29.398
x86_64,3401,8,4096,8096712,crc64,PRESET6,1,0,29.402
x86_64,3401,8,4096,8096712,crc64,PRESET6,0,1,14.522
x86_64,3401,8,4096,8096712,crc64,PRESET6,0,0,14.508
x86_64,3401,8,4096,8096712,crc64,PRESET7,1,1,30.314
x86_64,3401,8,4096,8096712,crc64,PRESET7,1,0,30.31
x86_64,3401,8,4096,8096712,none,PRESET2,0,0,4.12
x86_64,3401,8,4096,8096712,crc64,PRESET7,0,1,14.984
x86_64,3401,8,4096,8096712,crc64,PRESET7,0,0,14.82
x86_64,3401,8,4096,8096712,crc64,PRESET8,1,1,30.696
x86_64,3401,8,4096,8096712,crc64,PRESET8,1,0,30.276
x86_64,3401,8,4096,8096712,crc64,PRESET8,0,1,14.996
x86_64,3401,8,4096,8096712,crc64,PRESET8,0,0,14.838
x86_64,3401,8,4096,8096712,crc64,PRESET9,1,1,30.632
x86_64,3401,8,4096,8096712,crc64,PRESET9,1,0,30.85
x86_64,3401,8,4096,8096712,crc64,PRESET9,0,1,15.092
x86_64,3401,8,4096,8096712,crc64,PRESET9,0,0,14.944
x86_64,3401,8,4096,8096712,none,PRESET3,1,1,26.68
x86_64,3401,8,4096,8096712,sha256,PRESET0,1,1,22.692
x86_64,3401,8,4096,8096712,sha256,PRESET0,1,0,23.022
x86_64,3401,8,4096,8096712,sha256,PRESET0,0,1,3.046
x86_64,3401,8,4096,8096712,sha256,PRESET0,0,0,3.096
x86_64,3401,8,4096,8096712,sha256,PRESET1,1,1,25.372
x86_64,3401,8,4096,8096712,sha256,PRESET1,1,0,25.906
x86_64,3401,8,4096,8096712,sha256,PRESET1,0,1,3.248
x86_64,3401,8,4096,8096712,sha256,PRESET1,0,0,3.252
x86_64,3401,8,4096,8096712,sha256,PRESET2,1,1,27.78
x86_64,3401,8,4096,8096712,sha256,PRESET2,1,0,27.074
x86_64,3401,8,4096,8096712,none,PRESET3,1,0,26.666
x86_64,3401,8,4096,8096712,sha256,PRESET2,0,1,4.426
x86_64,3401,8,4096,8096712,sha256,PRESET2,0,0,4.44
x86_64,3401,8,4096,8096712,sha256,PRESET3,1,1,26.83
x86_64,3401,8,4096,8096712,sha256,PRESET3,1,0,26.792
x86_64,3401,8,4096,8096712,sha256,PRESET3,0,1,5.754
x86_64,3401,8,4096,8096712,sha256,PRESET3,0,0,5.778
x86_64,3401,8,4096,8096712,sha256,PRESET4,1,1,28.40
x86_64,3401,8,4096,8096712,sha256,PRESET4,1,0,28.668
x86_64,3401,8,4096,8096712,sha256,PRESET4,0,1,9.446
x86_64,3401,8,4096,8096712,sha256,PRESET4,0,0,9.458
x86_64,3401,8,4096,8096712,none,PRESET3,0,1,5.434
x86_64,3401,8,4096,8096712,sha256,PRESET5,1,1,27.862
x86_64,3401,8,4096,8096712,sha256,PRESET5,1,0,27.95
x86_64,3401,8,4096,8096712,sha256,PRESET5,0,1,11.772
x86_64,3401,8,4096,8096712,sha256,PRESET5,0,0,12.114
x86_64,3401,8,4096,8096712,sha256,PRESET6,1,1,29.88
x86_64,3401,8,4096,8096712,sha256,PRESET6,1,0,29.642
x86_64,3401,8,4096,8096712,sha256,PRESET6,0,1,15.132
x86_64,3401,8,4096,8096712,sha256,PRESET6,0,0,14.964
x86_64,3401,8,4096,8096712,sha256,PRESET7,1,1,30.346
x86_64,3401,8,4096,8096712,sha256,PRESET7,1,0,30.586
x86_64,3401,8,4096,8096712,none,PRESET3,0,0,5.454
x86_64,3401,8,4096,8096712,sha256,PRESET7,0,1,15.112
x86_64,3401,8,4096,8096712,sha256,PRESET7,0,0,15.236
x86_64,3401,8,4096,8096712,sha256,PRESET8,1,1,30.816
x86_64,3401,8,4096,8096712,sha256,PRESET8,1,0,30.598
x86_64,3401,8,4096,8096712,sha256,PRESET8,0,1,15.268
x86_64,3401,8,4096,8096712,sha256,PRESET8,0,0,15.082
x86_64,3401,8,4096,8096712,sha256,PRESET9,1,1,30.938
x86_64,3401,8,4096,8096712,sha256,PRESET9,1,0,30.858
x86_64,3401,8,4096,8096712,sha256,PRESET9,0,1,15.214
x86_64,3401,8,4096,8096712,sha256,PRESET9,0,0,15.198
x86_64,3401,8,4096,8096712,none,PRESET4,1,1,28.466
x86_64,3401,8,4096,8096712,none,PRESET4,1,0,28.284
x86_64,3401,8,4096,8096712,none,PRESET4,0,1,8.974
x86_64,3401,8,4096,8096712,none,PRESET4,0,0,8.98
x86_64,3401,8,4096,8096712,none,PRESET0,0,1,2.50
x86_64,3401,8,4096,8096712,none,PRESET5,1,1,27.298
x86_64,3401,8,4096,8096712,none,PRESET5,1,0,27.212
x86_64,3401,8,4096,8096712,none,PRESET5,0,1,11.528
x86_64,3401,8,4096,8096712,none,PRESET5,0,0,11.644
x86_64,3401,8,4096,8096712,none,PRESET6,1,1,29.69
x86_64,3401,8,4096,8096712,none,PRESET6,1,0,29.28
x86_64,3401,8,4096,8096712,none,PRESET6,0,1,14.49
x86_64,3401,8,4096,8096712,none,PRESET6,0,0,14.44
x86_64,3401,8,4096,8096712,none,PRESET7,1,1,30.448
x86_64,3401,8,4096,8096712,none,PRESET7,1,0,30.164
x86_64,3401,8,4096,8096712,none,PRESET0,0,0,2.622
x86_64,3401,8,4096,8096712,none,PRESET7,0,1,14.626
x86_64,3401,8,4096,8096712,none,PRESET7,0,0,14.622
x86_64,3401,8,4096,8096712,none,PRESET8,1,1,30.246
x86_64,3401,8,4096,8096712,none,PRESET8,1,0,30.754
x86_64,3401,8,4096,8096712,none,PRESET8,0,1,14.78
x86_64,3401,8,4096,8096712,none,PRESET8,0,0,14.778
x86_64,3401,8,4096,8096712,none,PRESET9,1,1,31.254
x86_64,3401,8,4096,8096712,none,PRESET9,1,0,30.562
x86_64,3401,8,4096,8096712,none,PRESET9,0,1,14.874
x86_64,3401,8,4096,8096712,none,PRESET9,0,0,15.056
x86_64,3401,8,4096,8096712,none,PRESET1,1,1,25.092
x86_64,3401,8,4096,8096712,crc32,PRESET0,1,1,22.74
x86_64,3401,8,4096,8096712,crc32,PRESET0,1,0,22.488
x86_64,3401,8,4096,8096712,crc32,PRESET0,0,1,2.606
x86_64,3401,8,4096,8096712,crc32,PRESET0,0,0,2.602
x86_64,3401,8,4096,8096712,crc32,PRESET1,1,1,25.316
x86_64,3401,8,4096,8096712,crc32,PRESET1,1,0,25.118
x86_64,3401,8,4096,8096712,crc32,PRESET1,0,1,2.998
x86_64,3401,8,4096,8096712,crc32,PRESET1,0,0,3.088
x86_64,3401,8,4096,8096712,crc32,PRESET2,1,1,26.966
x86_64,3401,8,4096,8096712,crc32,PRESET2,1,0,26.77
x86_64,3401,8,4096,8096712,none,PRESET1,1,0,25.07
x86_64,3401,8,4096,8096712,crc32,PRESET2,0,1,4.156
x86_64,3401,8,4096,8096712,crc32,PRESET2,0,0,4.15
x86_64,3401,8,4096,8096712,crc32,PRESET3,1,1,26.478
x86_64,3401,8,4096,8096712,crc32,PRESET3,1,0,27.098
x86_64,3401,8,4096,8096712,crc32,PRESET3,0,1,5.47
x86_64,3401,8,4096,8096712,crc32,PRESET3,0,0,5.472
x86_64,3401,8,4096,8096712,crc32,PRESET4,1,1,28.34
x86_64,3401,8,4096,8096712,crc32,PRESET4,1,0,28.356
x86_64,3401,8,4096,8096712,crc32,PRESET4,0,1,9.026
x86_64,3401,8,4096,8096712,crc32,PRESET4,0,0,9.156
x86_64,3401,8,4096,8096712,none,PRESET1,0,1,2.966
x86_64,3401,8,4096,8096712,crc32,PRESET5,1,1,27.464
x86_64,3401,8,4096,8096712,crc32,PRESET5,1,0,27.492
x86_64,3401,8,4096,8096712,crc32,PRESET5,0,1,11.66
x86_64,3401,8,4096,8096712,crc32,PRESET5,0,0,11.532
x86_64,3401,8,4096,8096712,crc32,PRESET6,1,1,29.776
x86_64,3401,8,4096,8096712,crc32,PRESET6,1,0,29.384
x86_64,3401,8,4096,8096712,crc32,PRESET6,0,1,14.48
x86_64,3401,8,4096,8096712,crc32,PRESET6,0,0,14.87
x86_64,3401,8,4096,8096712,crc32,PRESET7,1,1,30.098
x86_64,3401,8,4096,8096712,crc32,PRESET7,1,0,30.094
x86_64,3401,8,4096,8096712,none,PRESET1,0,0,2.97
x86_64,3401,8,4096,8096712,crc32,PRESET7,0,1,14.86
x86_64,3401,8,4096,8096712,crc32,PRESET7,0,0,14.644
x86_64,3401,8,4096,8096712,crc32,PRESET8,1,1,30.692
x86_64,3401,8,4096,8096712,crc32,PRESET8,1,0,30.436
x86_64,3401,8,4096,8096712,crc32,PRESET8,0,1,14.95
x86_64,3401,8,4096,8096712,crc32,PRESET8,0,0,14.95
x86_64,3401,8,4096,8096712,crc32,PRESET9,1,1,30.774
x86_64,3401,8,4096,8096712,crc32,PRESET9,1,0,30.63
x86_64,3401,8,4096,8096712,crc32,PRESET9,0,1,15.06
x86_64,3401,8,4096,8096712,crc32,PRESET9,0,0,14.916
x86_64,3401,8,4096,8096712,none,PRESET2,1,1,27.184
x86_64,3401,8,4096,8096712,crc64,PRESET0,1,1,22.652
x86_64,3401,8,4096,8096712,crc64,PRESET0,1,0,23.304
x86_64,3401,8,4096,8096712,crc64,PRESET0,0,1,2.592
x86_64,3401,8,4096,8096712,crc64,PRESET0,0,0,2.542
x86_64,3401,8,4096,8096712,crc64,PRESET1,1,1,25.356
x86_64,3401,8,4096,8096712,crc64,PRESET1,1,0,25.142
x86_64,3401,8,4096,8096712,crc64,PRESET1,0,1,3.01
x86_64,3401,8,4096,8096712,crc64,PRESET1,0,0,3.012
x86_64,3401,8,4096,8096712,crc64,PRESET2,1,1,26.812
x86_64,3401,8,4096,8096712,crc64,PRESET2,1,0,26.826
x86_64,3401,8,4096,8096712,none,PRESET2,1,0,27.668
x86_64,3401,8,4096,8096712,crc64,PRESET2,0,1,4.206
x86_64,3401,8,4096,8096712,crc64,PRESET2,0,0,4.314
x86_64,3401,8,4096,8096712,crc64,PRESET3,1,1,26.50
x86_64,3401,8,4096,8096712,crc64,PRESET3,1,0,26.508
x86_64,3401,8,4096,8096712,crc64,PRESET3,0,1,5.51
x86_64,3401,8,4096,8096712,crc64,PRESET3,0,0,5.498
x86_64,3401,8,4096,8096712,crc64,PRESET4,1,1,28.176
x86_64,3401,8,4096,8096712,crc64,PRESET4,1,0,28.36
x86_64,3401,8,4096,8096712,crc64,PRESET4,0,1,9.312
x86_64,3401,8,4096,8096712,crc64,PRESET4,0,0,9.05
x86_64,3291,4,4096,8152440,none,PRESET0,1,1,25.872
x86_64,3291,4,4096,8152440,none,PRESET0,1,0,25.874
x86_64,3291,4,4096,8152440,none,PRESET2,0,1,4.90
x86_64,3291,4,4096,8152440,crc64,PRESET5,1,1,31.394
x86_64,3291,4,4096,8152440,crc64,PRESET5,1,0,31.42
x86_64,3291,4,4096,8152440,crc64,PRESET5,0,1,13.266
x86_64,3291,4,4096,8152440,crc64,PRESET5,0,0,13.256
x86_64,3291,4,4096,8152440,crc64,PRESET6,1,1,33.856
x86_64,3291,4,4096,8152440,crc64,PRESET6,1,0,33.888
x86_64,3291,4,4096,8152440,crc64,PRESET6,0,1,16.716
x86_64,3291,4,4096,8152440,crc64,PRESET6,0,0,16.688
x86_64,3291,4,4096,8152440,crc64,PRESET7,1,1,34.69
x86_64,3291,4,4096,8152440,crc64,PRESET7,1,0,34.632
x86_64,3291,4,4096,8152440,none,PRESET2,0,0,4.888
x86_64,3291,4,4096,8152440,crc64,PRESET7,0,1,16.884
x86_64,3291,4,4096,8152440,crc64,PRESET7,0,0,16.918
x86_64,3291,4,4096,8152440,crc64,PRESET8,1,1,34.732
x86_64,3291,4,4096,8152440,crc64,PRESET8,1,0,34.818
x86_64,3291,4,4096,8152440,crc64,PRESET8,0,1,16.97
x86_64,3291,4,4096,8152440,crc64,PRESET8,0,0,16.954
x86_64,3291,4,4096,8152440,crc64,PRESET9,1,1,34.978
x86_64,3291,4,4096,8152440,crc64,PRESET9,1,0,35.042
x86_64,3291,4,4096,8152440,crc64,PRESET9,0,1,17.174
x86_64,3291,4,4096,8152440,crc64,PRESET9,0,0,17.194
x86_64,3291,4,4096,8152440,none,PRESET3,1,1,30.544
x86_64,3291,4,4096,8152440,sha256,PRESET0,1,1,26.202
x86_64,3291,4,4096,8152440,sha256,PRESET0,1,0,26.194
x86_64,3291,4,4096,8152440,sha256,PRESET0,0,1,3.232
x86_64,3291,4,4096,8152440,sha256,PRESET0,0,0,3.23
x86_64,3291,4,4096,8152440,sha256,PRESET1,1,1,29.652
x86_64,3291,4,4096,8152440,sha256,PRESET1,1,0,29.602
x86_64,3291,4,4096,8152440,sha256,PRESET1,0,1,3.93
x86_64,3291,4,4096,8152440,sha256,PRESET1,0,0,3.942
x86_64,3291,4,4096,8152440,sha256,PRESET2,1,1,31.406
x86_64,3291,4,4096,8152440,sha256,PRESET2,1,0,31.404
x86_64,3291,4,4096,8152440,none,PRESET3,1,0,30.526
x86_64,3291,4,4096,8152440,sha256,PRESET2,0,1,5.248
x86_64,3291,4,4096,8152440,sha256,PRESET2,0,0,5.25
x86_64,3291,4,4096,8152440,sha256,PRESET3,1,1,30.90
x86_64,3291,4,4096,8152440,sha256,PRESET3,1,0,30.88
x86_64,3291,4,4096,8152440,sha256,PRESET3,0,1,6.706
x86_64,3291,4,4096,8152440,sha256,PRESET3,0,0,6.716
x86_64,3291,4,4096,8152440,sha256,PRESET4,1,1,32.816
x86_64,3291,4,4096,8152440,sha256,PRESET4,1,0,32.828
x86_64,3291,4,4096,8152440,sha256,PRESET4,0,1,10.694
x86_64,3291,4,4096,8152440,sha256,PRESET4,0,0,10.704
x86_64,3291,4,4096,8152440,none,PRESET3,0,1,6.35
x86_64,3291,4,4096,8152440,sha256,PRESET5,1,1,31.734
x86_64,3291,4,4096,8152440,sha256,PRESET5,1,0,31.738
x86_64,3291,4,4096,8152440,sha256,PRESET5,0,1,13.58
x86_64,3291,4,4096,8152440,sha256,PRESET5,0,0,13.582
x86_64,3291,4,4096,8152440,sha256,PRESET6,1,1,34.168
x86_64,3291,4,4096,8152440,sha256,PRESET6,1,0,34.176
x86_64,3291,4,4096,8152440,sha256,PRESET6,0,1,17.008
x86_64,3291,4,4096,8152440,sha256,PRESET6,0,0,17.014
x86_64,3291,4,4096,8152440,sha256,PRESET7,1,1,34.966
x86_64,3291,4,4096,8152440,sha256,PRESET7,1,0,34.962
x86_64,3291,4,4096,8152440,none,PRESET3,0,0,6.358
x86_64,3291,4,4096,8152440,sha256,PRESET7,0,1,17.214
x86_64,3291,4,4096,8152440,sha256,PRESET7,0,0,17.192
x86_64,3291,4,4096,8152440,sha256,PRESET8,1,1,35.064
x86_64,3291,4,4096,8152440,sha256,PRESET8,1,0,35.064
x86_64,3291,4,4096,8152440,sha256,PRESET8,0,1,17.264
x86_64,3291,4,4096,8152440,sha256,PRESET8,0,0,17.264
x86_64,3291,4,4096,8152440,sha256,PRESET9,1,1,35.332
x86_64,3291,4,4096,8152440,sha256,PRESET9,1,0,35.318
x86_64,3291,4,4096,8152440,sha256,PRESET9,0,1,17.484
x86_64,3291,4,4096,8152440,sha256,PRESET9,0,0,17.49
x86_64,3291,4,4096,8152440,none,PRESET4,1,1,32.456
x86_64,3291,4,4096,8152440,none,PRESET4,1,0,32.43
x86_64,3291,4,4096,8152440,none,PRESET4,0,1,10.336
x86_64,3291,4,4096,8152440,none,PRESET4,0,0,10.336
x86_64,3291,4,4096,8152440,none,PRESET0,0,1,2.874
x86_64,3291,4,4096,8152440,none,PRESET5,1,1,31.372
x86_64,3291,4,4096,8152440,none,PRESET5,1,0,31.348
x86_64,3291,4,4096,8152440,none,PRESET5,0,1,13.212
x86_64,3291,4,4096,8152440,none,PRESET5,0,0,13.184
x86_64,3291,4,4096,8152440,none,PRESET6,1,1,33.866
x86_64,3291,4,4096,8152440,none,PRESET6,1,0,33.816
x86_64,3291,4,4096,8152440,none,PRESET6,0,1,16.664
x86_64,3291,4,4096,8152440,none,PRESET6,0,0,16.644
x86_64,3291,4,4096,8152440,none,PRESET7,1,1,34.61
x86_64,3291,4,4096,8152440,none,PRESET7,1,0,34.578
x86_64,3291,4,4096,8152440,none,PRESET0,0,0,2.87
x86_64,3291,4,4096,8152440,none,PRESET7,0,1,16.824
x86_64,3291,4,4096,8152440,none,PRESET7,0,0,16.85
x86_64,3291,4,4096,8152440,none,PRESET8,1,1,34.69
x86_64,3291,4,4096,8152440,none,PRESET8,1,0,34.72
x86_64,3291,4,4096,8152440,none,PRESET8,0,1,16.872
x86_64,3291,4,4096,8152440,none,PRESET8,0,0,16.892
x86_64,3291,4,4096,8152440,none,PRESET9,1,1,34.966
x86_64,3291,4,4096,8152440,none,PRESET9,1,0,34.962
x86_64,3291,4,4096,8152440,none,PRESET9,0,1,17.132
x86_64,3291,4,4096,8152440,none,PRESET9,0,0,17.122
x86_64,3291,4,4096,8152440,none,PRESET1,1,1,29.22
x86_64,3291,4,4096,8152440,crc32,PRESET0,1,1,25.876
x86_64,3291,4,4096,8152440,crc32,PRESET0,1,0,25.898
x86_64,3291,4,4096,8152440,crc32,PRESET0,0,1,2.904
x86_64,3291,4,4096,8152440,crc32,PRESET0,0,0,2.902
x86_64,3291,4,4096,8152440,crc32,PRESET1,1,1,29.314
x86_64,3291,4,4096,8152440,crc32,PRESET1,1,0,29.274
x86_64,3291,4,4096,8152440,crc32,PRESET1,0,1,3.63
x86_64,3291,4,4096,8152440,crc32,PRESET1,0,0,3.618
x86_64,3291,4,4096,8152440,crc32,PRESET2,1,1,31.094
x86_64,3291,4,4096,8152440,crc32,PRESET2,1,0,31.108
x86_64,3291,4,4096,8152440,none,PRESET1,1,0,29.24
x86_64,3291,4,4096,8152440,crc32,PRESET2,0,1,4.952
x86_64,3291,4,4096,8152440,crc32,PRESET2,0,0,4.932
x86_64,3291,4,4096,8152440,crc32,PRESET3,1,1,30.624
x86_64,3291,4,4096,8152440,crc32,PRESET3,1,0,30.584
x86_64,3291,4,4096,8152440,crc32,PRESET3,0,1,6.412
x86_64,3291,4,4096,8152440,crc32,PRESET3,0,0,6.39
x86_64,3291,4,4096,8152440,crc32,PRESET4,1,1,32.524
x86_64,3291,4,4096,8152440,crc32,PRESET4,1,0,32.48
x86_64,3291,4,4096,8152440,crc32,PRESET4,0,1,10.38
x86_64,3291,4,4096,8152440,crc32,PRESET4,0,0,10.378
x86_64,3291,4,4096,8152440,none,PRESET1,0,1,3.58
x86_64,3291,4,4096,8152440,crc32,PRESET5,1,1,31.392
x86_64,3291,4,4096,8152440,crc32,PRESET5,1,0,31.412
x86_64,3291,4,4096,8152440,crc32,PRESET5,0,1,13.244
x86_64,3291,4,4096,8152440,crc32,PRESET5,0,0,13.268
x86_64,3291,4,4096,8152440,crc32,PRESET6,1,1,33.834
x86_64,3291,4,4096,8152440,crc32,PRESET6,1,0,33.858
x86_64,3291,4,4096,8152440,crc32,PRESET6,0,1,16.682
x86_64,3291,4,4096,8152440,crc32,PRESET6,0,0,16.706
x86_64,3291,4,4096,8152440,crc32,PRESET7,1,1,34.604
x86_64,3291,4,4096,8152440,crc32,PRESET7,1,0,34.656
x86_64,3291,4,4096,8152440,none,PRESET1,0,0,3.586
x86_64,3291,4,4096,8152440,crc32,PRESET7,0,1,16.904
x86_64,3291,4,4096,8152440,crc32,PRESET7,0,0,16.884
x86_64,3291,4,4096,8152440,crc32,PRESET8,1,1,34.788
x86_64,3291,4,4096,8152440,crc32,PRESET8,1,0,34.728
x86_64,3291,4,4096,8152440,crc32,PRESET8,0,1,16.942
x86_64,3291,4,4096,8152440,crc32,PRESET8,0,0,16.89
x86_64,3291,4,4096,8152440,crc32,PRESET9,1,1,35.042
x86_64,3291,4,4096,8152440,crc32,PRESET9,1,0,34.96
x86_64,3291,4,4096,8152440,crc32,PRESET9,0,1,17.178
x86_64,3291,4,4096,8152440,crc32,PRESET9,0,0,17.136
x86_64,3291,4,4096,8152440,none,PRESET2,1,1,31.04
x86_64,3291,4,4096,8152440,crc64,PRESET0,1,1,25.934
x86_64,3291,4,4096,8152440,crc64,PRESET0,1,0,25.93
x86_64,3291,4,4096,8152440,crc64,PRESET0,0,1,2.93
x86_64,3291,4,4096,8152440,crc64,PRESET0,0,0,2.932
x86_64,3291,4,4096,8152440,crc64,PRESET1,1,1,29.30
x86_64,3291,4,4096,8152440,crc64,PRESET1,1,0,29.314
x86_64,3291,4,4096,8152440,crc64,PRESET1,0,1,3.654
x86_64,3291,4,4096,8152440,crc64,PRESET1,0,0,3.654
x86_64,3291,4,4096,8152440,crc64,PRESET2,1,1,31.108
x86_64,3291,4,4096,8152440,crc64,PRESET2,1,0,31.122
x86_64,3291,4,4096,8152440,none,PRESET2,1,0,31.062
x86_64,3291,4,4096,8152440,crc64,PRESET2,0,1,4.974
x86_64,3291,4,4096,8152440,crc64,PRESET2,0,0,4.958
x86_64,3291,4,4096,8152440,crc64,PRESET3,1,1,30.654
x86_64,3291,4,4096,8152440,crc64,PRESET3,1,0,30.59
x86_64,3291,4,4096,8152440,crc64,PRESET3,0,1,6.452
x86_64,3291,4,4096,8152440,crc64,PRESET3,0,0,6.416
x86_64,3291,4,4096,8152440,crc64,PRESET4,1,1,32.548
x86_64,3291,4,4096,8152440,crc64,PRESET4,1,0,32.49
x86_64,3291,4,4096,8152440,crc64,PRESET4,0,1,10.426
x86_64,3291,4,4096,8152440,crc64,PRESET4,0,0,10.41
