N,N2,N3,M,All,X100
,,,13.635,13.756,
,,,15.534,14.075,
,,,14.011,13.252,
,,,14.637,13.68,
,,,15.154,14.595,
,,,14.343,13.506,
,,,13.942,14.119,
,,,14.281,13.203,
,,,15.031,14.227,
,,,14.258,13.832,
,,,14.756,13.238,
,,,15.204,13.662,
,,,13.541,13.997,
,,,14.24,13.232,
,,,14.26,14.182,
,,,13.68,14.015,
,,,13.794,13.416,
,,,13.816,14.35,
,,,15.088,13.38,
,,,14.707,13.576,
,,,13.36,13.528,
,,,13.792,13.822,
,,,15.588,13.965,
,,,14.48,14.26,
,,,13.474,13.117,
,,,13.764,13.614,
,,,14.585,14.542,
,,,14.764,13.324,
,,,15.936,13.557,
,,,13.879,13.989,
,,,15.578,13.613,
,,,13.703,14.026,
,,,14.361,14.09,
,,,15.044,13.56,
,,,13.43,14.403,
,,,14.202,13.583,
,,,15.4,14.006,
,,,16.851,14.167,
,,,13.614,13.482,
,,,14.315,13.767,
,,,14.223,13.181,
,,,16.073,13.545,
,,,13.757,14.414,
,,,13.724,13.599,
,,,14.376,13.424,
,,,13.097,13.609,
,,,14.612,13.185,
,,,13.785,13.223,
,,,14.337,13.445,
,,,15.002,13.976,
,,,14.651,13.493,
,,,13.524,13.346,
,,,14.556,13.348,
,,,15.704,14.095,
,,,14.183,13.082,
,,,14.73,13.91,
,,,15.072,14.179,
,,,13.546,13.846,
,,,13.493,14.4,
,,,13.767,13.838,
,,,14.85,14.239,
,,,14.625,13.827,
,,,14.744,14.226,
,,,14.499,13.96,
,,,14.723,13.429,
,,,15.912,14.004,
,,,14.64,13.687,
,,,14.206,13.917,
,,,15.065,13.771,
,,,13.96,14.497,
,,,14.842,13.387,
,,,13.444,14.201,
,,,13.644,14.326,
,,,13.446,14.021,
,,,14.493,14.51,
,,,14.482,14.245,
,,,14.125,14.012,
,,,15.841,13.748,
,,,13.42,13.42,
,,,16.354,14.33,
,,,15.009,13.947,
,,,14.886,13.842,
,,,14.793,13.622,
,,,13.604,14.292,
,,,15.336,14.053,
,,,13.842,13.888,
,,,14.221,13.938,
,,,15.746,13.659,
,,,14.119,14.46,
,,,14.649,13.73,
,,,15.631,13.601,
,,,13.95,14.244,
,,,14.388,14.218,
,,,13.799,13.978,
,,,14.785,14.092,
,,,14.087,13.449,
,,,13.795,13.482,
,,,13.439,14.134,
,,,13.922,13.903,
,,,13.064,14.547,
,,,15.354,14.282,
,,,14.589,13.307,
,,,14.927,14.303,
,,,13.129,13.965,
,,,14.773,13.489,
,,,14.824,14.33,
,,,15.885,13.672,
,,,14.437,14.221,
,,,13.445,13.533,
,,,14.524,13.493,
,,,13.746,14.069,
,,,14.508,13.43,
,,,13.416,13.802,
,,,14.402,13.767,
,,,13.41,13.611,
,,,15.488,13.945,
,,,14.173,13.982,
,,,14.523,13.57,
,,,13.224,13.808,
,,,13.597,14.534,
,,,13.963,13.268,
,,,15.485,14.258,
,,,14.509,13.849,
,,,13.846,13.536,
,,,16.062,13.979,
,,,13.716,13.215,
,,,14.008,13.399,
,,,14.626,14.146,
,,,14.361,13.342,
,,,14.465,13.256,
,,,15.865,13.021,
,,,15.947,13.528,
,,,16.156,13.574,
,,,14.59,13.731,
,,,15.448,14.123,
,,,13.82,13.889,
,,,14.257,13.746,
,,,13.283,14.602,
,,,14.412,14.092,
,,,15.413,14.756,
,,,15.003,13.823,
,,,14.174,13.618,
,,,14.878,13.288,
,,,14.631,13.574,
,,,12.847,13.567,
,,,14.391,13.875,
,,,15.67,13.615,
,,,14.266,14.329,
,,,14.525,13.686,
,,,15.093,14.483,
,,,14.54,14.229,
,,,14.231,14.055,
,,,15.121,13.759,
,,,15.4,14.132,
,,,14.113,13.172,
,,,15.163,14.266,
,,,15.088,13.352,
,,,15.259,13.55,
,,,13.212,13.477,
,,,14.612,14.003,
,,,16.081,14.2,
,,,14.551,14.166,
,,,14.505,13.087,
,,,16.191,14.126,
,,,13.987,13.929,
,,,14.167,13.787,
,,,13.412,13.902,
,,,14.441,13.263,
,,,15.006,13.998,
,,,14.344,13.724,
,,,14.143,14.401,
,,,14.764,13.135,
,,,13.967,13.955,
,,,14.717,13.515,
,,,14.013,13.09,
,,,15.143,13.647,
,,,15.256,14.104,
,,,14.005,14.422,
,,,13.247,14.045,
,,,14.244,13.687,
,,,13.075,14.135,
,,,15.272,13.995,
,,,15.158,13.531,
,,,14.984,14.431,
,,,15.087,13.731,
,,,14.697,13.143,
,,,14.922,13.532,
,,,14.194,13.674,
,,,14.61,13.814,
,,,14.889,14.191,
,,,15.433,13.75,
,,,14.281,13.487,
,,,13.508,13.282,
,,,15.316,13.212,
,,,13.593,14.474,
,,,13.576,14.317,
,,,14.993,13.994,
,,,14.835,13.689,
,,,14.558,13.113,
,,,15.928,14.049,
,,,15.41,13.404,
,,,14.702,13.211,
,,,13.463,13.413,
,,,13.939,13.804,
,,,16.285,13.085,
,,,14.679,13.588,
,,,14.204,13.175,
,,,14.816,13.81,
,,,14.246,13.852,
,,,16.057,13.636,
,,,14.9,13.82,
,,,14.067,14.013,
,,,14.154,13.069,
,,,14.4,13.167,
,,,15.518,13.54,
,,,14.929,13.378,
,,,14.312,13.458,
,,,13.207,13.43,
,,,14.731,13.632,
,,,14.266,13.518,
,,,13.979,13.221,
,,,13.835,13.535,
,,,15.421,13.43,
,,,15.538,13.041,
,,,13.185,14.081,
,,,15.449,13.269,
,,,13.282,13.468,
,,,14.827,13.877,
,,,13.578,13.725,
,,,14.476,13.802,
,,,15.525,13.72,
,,,14.49,13.387,
,,,14.659,13.651,
,,,14.573,13.295,
,,,13.338,13.887,
,,,14.715,13.981,
,,,13.945,13.207,
,,,14.502,13.906,
,,,14.249,13.609,
,,,15.843,13.609,
,,,15.403,13.394,
,,,16.03,13.398,
,,,15.326,13.672,
,,,13.607,13.814,
,,,14.646,13.636,
,,,13.809,14.04,
,,,14.215,14.123,
,,,14.041,14.054,
,,,16.095,13.491,
,,,15.172,13.878,
,,,14.308,13.942,
,,,13.516,13.764,
,,,13.43,13.684,
,,,15.759,13.768,
,,,14.154,13.392,
,,,14.341,13.637,
,,,13.674,13.964,
,,,14.989,13.754,
,,,13.296,13.494,
,,,13.723,13.435,
,,,13.466,13.872,
,,,13.445,13.787,
,,,13.555,13.526,
,,,14.093,14.01,
,,,14.563,13.616,
,,,16.021,13.937,
,,,14.891,13.647,
,,,15.228,13.864,
,,,14.788,13.719,
,,,13.469,13.432,
,,,13.2,13.351,
,,,14.295,13.409,
,,,13.89,13.387,
,,,14.37,13.716,
,,,14.937,13.746,
,,,13.166,13.28,
,,,14.68,13.889,
,,,15.154,13.719,
,,,14.454,13.623,
,,,13.788,13.997,
,,,15.818,13.797,
,,,14.157,13.82,
,,,14.266,14.302,
,,,14.884,13.818,
,,,14.921,14.194,
,,,14.469,13.245,
,,,13.601,13.585,
,,,14.837,13.929,
,,,13.649,13.54,
,,,15.284,13.69,
,,,14.012,13.973,
,,,13.166,13.939,
,,,14.84,13.972,
,,,16.158,13.768,
,,,13.938,13.763,
,,,13.306,13.507,
,,,14.028,14.137,
,,,16.267,13.059,
,,,13.543,13.56,
,,,14.632,13.938,
,,,14.243,13.094,
,,,14.253,13.671,
,,,14.185,13.601,
,,,15.15,13.21,
,,,14.29,13.037,
,,,13.099,13.157,
,,,14.587,13.788,
,,,13.662,13.292,
,,,14.471,13.632,
,,,15.587,13.516,
,,,14.735,13.155,
,,,15.033,13.659,
,,,14.163,13.841,
,,,14.263,13.761,
,,,14.519,13.459,
,,,14.674,13.445,
,,,14.713,13.469,
,,,15.29,13.816,
,,,14.699,13.946,
,,,13.655,13.844,
,,,16.288,13.728,
,,,14.767,13.224,
,,,13.297,13.692,
,,,14.707,13.963,
,,,14.089,13.655,
,,,13.069,13.404,
,,,15.782,14.005,
,,,14.403,13.48,
,,,13.49,13.408,
,,,14.963,13.338,
,,,14.307,13.904,
,,,13.356,14.589,
,,,15.681,13.885,
,,,14.828,13.509,
,,,13.712,15.226,
,,,15.064,13.416,
,,,14.498,15.418,
,,,14.233,14.67,
,,,13.18,14.461,
,,,14.288,14.131,
,,,15.044,15.629,
,,,13.989,14.099,
,,,14.99,14.889,
,,,14.114,13.909,
,,,13.375,15.763,
,,,15.306,14.842,
,,,16.093,15.806,
,,,13.733,15.853,
,,,13.255,15.182,
,,,14.498,15.652,
,,,16.01,15.254,
,,,15.263,14.228,
,,,15.03,15.331,
,,,13.975,15.088,
,,,14.294,15.039,
,,,14.606,15.197,
,,,14.639,14.36,
,,,14.462,14.961,
,,,13.725,14.16,
,,,14.844,14.845,
,,,13.97,14.645,
,,,13.802,15.308,
,,,14.419,14.391,
,,,13.105,13.131,
,,,14.401,16.283,
,,,14.849,15.112,
,,,15.838,14.11,
,,,14.912,14.907,
,,,13.377,15.739,
,,,14.689,14.041,
,,,13.77,14.939,
,,,13.663,14.849,
,,,13.847,14.512,
,,,13.276,14.892,
,,,13.426,16.108,
,,,14.261,14.149,
,,,14.983,15.271,
,,,14.686,15.172,
,,,15.074,14.601,
,,,13.499,13.778,
,,,15.772,13.979,
,,,13.192,14.85,
,,,13.339,15.298,
,,,14.513,14.712,
,,,13.771,14.756,
,,,13.941,14.022,
,,,13.766,13.873,
,,,13.879,14.999,
,,,14.58,14.48,
,,,14.317,14.483,
,,,13.722,13.723,
,,,14.103,13.873,
,,,14.338,14.149,
,,,14.235,14.108,
,,,14.674,14.402,
,,,14.08,14.364,
,,,13.369,14.055,
,,,15.93,14.426,
,,,16.444,14.868,
,,,15.188,13.948,
,,,15.116,13.591,
,,,13.995,14.171,
,,,14.809,14.401,
,,,14.122,14.387,
,,,14.604,14.531,
,,,15.213,14.272,
,,,13.491,14.151,
,,,14.465,13.782,
,,,15.128,14.318,
,,,14.474,14.002,
,,,13.356,14.407,
,,,13.54,14.274,
,,,15.018,14.873,
,,,14.769,14.295,
,,,15.938,13.997,
,,,14.459,14.422,
,,,13.587,14.306,
,,,14.989,13.961,
,,,13.85,14.557,
,,,13.169,14.074,
,,,14.908,13.93,
,,,14.044,14.017,
,,,14.286,13.423,
,,,13.466,14.122,
,,,15.438,15.009,
,,,14.819,14.166,
,,,15.26,14.537,
,,,13.754,14.908,
,,,14.097,14.426,
,,,14.564,14.899,
,,,15.922,15.207,
,,,15.305,14.224,
,,,14.407,14.512,
,,,13.683,15.31,
,,,13.724,14.847,
,,,15.265,14.788,
,,,14.543,15.186,
,,,14.893,14.261,
,,,14.379,14.381,
,,,16.159,14.451,
,,,15.305,14.512,
,,,14.201,14.361,
,,,14.895,14.171,
,,,14.224,14.981,
,,,13.021,14.367,
,,,15.119,14.869,
,,,16.244,13.96,
,,,13.83,14.514,
,,,13.817,14.378,
,,,15.054,14.989,
,,,15.577,14.336,
,,,13.889,14.976,
,,,14.641,14.031,
,,,14.676,14.537,
,,,14.069,14.251,
,,,14.074,14.606,
,,,13.676,14.132,
,,,13.26,14.108,
,,,14.755,14.016,
,,,15.193,13.886,
,,,14.588,13.976,
,,,14.419,13.937,
,,,14.365,14.026,
,,,13.964,14.738,
,,,14.308,13.898,
,,,13.67,14.072,
,,,14.126,14.438,
,,,14.057,14.467,
,,,14.177,14.172,
,,,14.787,14.644,
,,,14.436,13.496,
,,,14.869,13.444,
,,,13.907,13.588,
,,,14.088,14.367,
,,,14.132,13.915,
,,,14.78,13.817,
,,,15.033,14.329,
,,,15.726,14.309,
,,,13.731,14.615,
,,,14.464,13.627,
,,,14.187,13.561,
,,,14.788,14.764,
,,,14.378,13.926,
,,,13.292,14.879,
,,,14.745,13.872,
,,,14.74,14.185,
,,,13.775,13.246,
,,,14.787,14.893,
,,,13.762,13.779,
,,,14.54,15.235,
,,,13.246,15.047,
,,,14.325,15.187,
,,,15.99,16.115,
,,,14.76,13.247,
,,,15.187,15.239,
,,,14.487,15.393,
,,,14.535,14.787,
,,,14.73,15.463,
,,,14.565,14.987,
,,,13.882,14.453,
,,,13.635,15.483,
,,,14.192,15.585,
,,,14.339,14.464,
,,,16.148,15.419,
,,,15.022,14.153,
,,,15.295,15.236,
,,,13.95,15.224,
,,,13.44,15.32,
,,,14.184,13.44,
,,,15.599,15.093,
,,,14.44,15.334,
,,,15.292,14.842,
,,,14.725,14.622,
,,,15.401,15.295,
,,,14.741,14.783,
,,,13.797,14.164,
,,,16.254,14.835,
,,,16.072,14.041,
,,,15.512,15.248,
,,,14.493,14.949,
,,,14.661,14.443,
,,,14.7,14.894,
,,,14.516,14.742,
,,,15.211,14.769,
,,,13.348,14.644,
,,,13.696,14.625,
,,,14.393,15.072,
,,,14.931,14.54,
,,,14.292,15.459,
,,,13.849,14.707,
,,,15.122,14.581,
,,,13.605,14.615,
,,,14.518,14.307,
,,,14.001,15.441,
,,,14.044,14.837,
,,,15.234,15.091,
,,,14.794,14.682,
,,,16.126,14.46,
,,,13.801,14.647,
,,,15.331,14.095,
,,,16.116,14.924,
,,,15.223,15.438,
,,,14.087,14.209,
,,,13.557,14.671,
,,,14.459,14.945,
,,,15.984,14.452,
,,,15.15,14.343,
,,,15.235,14.624,
,,,14.258,14.503,
,,,14.58,14.986,
,,,14.602,14.937,
,,,14.495,14.761,
,,,13.81,15.304,
,,,15.834,14.88,
,,,14.709,14.735,
,,,14.1,15.947,
,,,16.216,15.514,
,,,14.977,15.541,
,,,13.632,15.288,
,,,15.134,14.827,
,,,14.155,15.137,
,,,15.246,15.305,
,,,14.24,15.449,
,,,14.704,16.022,
,,,13.113,15.518,
,,,14.12,15.424,
,,,13.723,16.1,
,,,14.281,14.985,
,,,15.801,15.121,
,,,15.653,14.56,
,,,14.616,14.755,
,,,14.017,14.803,
,,,14.496,14.611,
,,,15.868,15.3,
,,,15.585,15.578,
,,,14.497,15.326,
,,,13.588,14.866,
,,,14.644,15.125,
,,,13.176,15.138,
,,,16.005,15.48,
,,,13.903,15.578,
,,,13.263,14.443,
,,,14.978,14.926,
,,,14.268,15.135,
,,,14.232,15.608,
,,,14.675,15.872,
,,,14.687,15.214,
,,,16.296,14.878,
,,,14.808,15.1,
,,,14.347,15.565,
,,,13.077,14.966,
,,,14.034,14.564,
,,,14.048,13.95,
,,,,14.09,
,,,,13.922,
,,,,15.317,
,,,,15.395,
,,,,15.088,
,,,,15.587,
,,,,14.475,
,,,,14.3,
,,,,14.388,
,,,,14.409,
,,,,15.139,
,,,,14.787,
,,,,14.633,
,,,,14.57,
,,,,15.033,
,,,,14.914,
,,,,15.005,
,,,,15.275,
,,,,14.806,
,,,,15.245,
,,,,14.221,
,,,,15.364,
,,,,15.14,
,,,,14.531,
,,,,15.137,
,,,,15.639,
,,,,14.58,
,,,,14.961,
,,,,14.535,
,,,,14.962,
,,,,14.744,
,,,,14.344,
,,,,15.525,
,,,,14.637,
,,,,15.473,
,,,,15.834,
,,,,14.701,
,,,,14.92,
,,,,15.346,
,,,,15.692,
,,,,15.133,
,,,,14.617,
,,,,15.211,
,,,,15.064,
,,,,14.657,
,,,,15.454,
,,,,14.334,
,,,,15.392,
,,,,14.877,
,,,,13.923,
,,,,15.417,
,,,,15.829,
,,,,15.163,
,,,,15.516,
,,,,15.025,
,,,,15.503,
,,,,15.705,
,,,,15.201,
,,,,15.682,
,,,,15.227,
,,,,15.7,
,,,,15.404,
,,,,15.64,
,,,,14.384,
,,,,15.744,
,,,,14.924,
,,,,14.912,
,,,,15.369,
,,,,15.265,
,,,,14.733,
,,,,15.329,
,,,,15.143,
,,,,14.629,
,,,,15.404,
,,,,14.882,
,,,,14.664,
,,,,14.741,
,,,,14.423,
,,,,14.674,
,,,,15.759,
,,,,15.169,
,,,,14.019,
,,,,14.713,
,,,,14.241,
,,,,13.703,
,,,,13.46,
,,,,14.864,
,,,,13.926,
,,,,14.421,
,,,,14.293,
,,,,14.681,
,,,,14.928,
,,,,13.649,
,,,,14.638,
,,,,14.2,
,,,,15.15,
,,,,14.102,
,,,,14.877,
,,,,15.158,
,,,,14.796,
,,,,14.401,
,,,,14.942,
,,,,13.657,
,,,,13.879,
,,,,14.788,
,,,,14.045,
,,,,13.618,
,,,,14.623,
,,,,14.876,
,,,,14.204,
,,,,14.271,
,,,,14.498,
,,,,14.119,
,,,,14.257,
,,,,13.255,
,,,,14.658,
,,,,14.509,
,,,,14.195,
,,,,14.658,
,,,,14.275,
,,,,14.521,
,,,,14.318,
,,,,13.964,
,,,,14.644,
,,,,14.192,
,,,,14.215,
,,,,14.704,
,,,,13.41,
,,,,13.403,
,,,,14.561,
,,,,14.498,
,,,,14.236,
,,,,15.047,
,,,,13.876,
,,,,13.811,
,,,,14.131,
,,,,13.182,
,,,,14.877,
,,,,14.622,
,,,,14.564,
,,,,13.88,
,,,,14.282,
,,,,14.209,
,,,,14.489,
,,,,14.816,
,,,,13.973,
,,,,13.558,
,,,,14.211,
,,,,13.756,
,,,,13.861,
,,,,14.566,
,,,,13.657,
,,,,14.041,
,,,,14.322,
,,,,14.163,
,,,,14.529,
,,,,13.753,
,,,,14.64,
,,,,14.647,
,,,,13.761,
,,,,14.191,
,,,,14.604,
,,,,14.651,
,,,,14.164,
,,,,14.644,
,,,,14.524,
,,,,14.474,
,,,,14.146,
,,,,13.983,
,,,,14.591,
,,,,14.45,
,,,,14.417,
,,,,13.889,
,,,,13.535,
,,,,13.698,
,,,,14.353,
,,,,14.184,
,,,,14.092,
,,,,14.389,
,,,,14.166,
,,,,13.62,
,,,,14.12,
,,,,13.699,
,,,,14.12,
,,,,13.632,
,,,,13.61,
,,,,13.296,
,,,,14.3,
,,,,14.151,
,,,,13.98,
,,,,13.161,
,,,,13.862,
,,,,14.103,
,,,,13.646,
,,,,14.039,
,,,,14.077,
,,,,14.155,
,,,,13.655,
,,,,13.462,
,,,,14.086,
,,,,14.068,
,,,,14.233,
,,,,14.084,
,,,,14.194,
,,,,14.627,
,,,,14.357,
,,,,14.167,
,,,,14.502,
,,,,14.325,
,,,,14.094,
,,,,14.442,
,,,,14.622,
,,,,13.863,
,,,,14.643,
,,,,14.265,
,,,,14.345,
,,,,14.052,
,,,,14.659,
,,,,14.793,
,,,,14.036,
,,,,14.646,
,,,,14.673,
,,,,14.652,
,,,,14.639,
,,,,14.432,
,,,,14.2,
,,,,14.277,
,,,,13.107,
,,,,13.76,
,,,,14.329,
,,,,14.47,
,,,,13.838,
,,,,14.311,
,,,,14.247,
,,,,13.663,
,,,,13.591,
,,,,14.514,
,,,,13.731,
,,,,14.255,
,,,,14.181,
,,,,13.459,
,,,,13.241,
,,,,14.181,
,,,,14.525,
,,,,13.974,
,,,,14.093,
,,,,14.054,
,,,,14.473,
,,,,14.491,
,,,,13.817,
,,,,14.27,
,,,,13.659,
,,,,14.115,
,,,,13.156,
,,,,13.766,
,,,,14.39,
,,,,14.532,
,,,,13.143,
,,,,13.361,
,,,,13.576,
,,,,13.649,
,,,,14.211,
,,,,14.137,
,,,,14.567,
,,,,14.642,
,,,,14.804,
,,,,14.64,
,,,,14.454,
,,,,14.68,
,,,,14.439,
,,,,14.679,
,,,,14.573,
,,,,14.644,
,,,,14.419,
,,,,14.612,
,,,,14.689,
,,,,14.498,
,,,,14.515,
,,,,14.187,
,,,,14.393,
,,,,14.473,
,,,,14.622,
,,,,14.417,
,,,,14.454,
,,,,14.491,
,,,,14.314,
,,,,14.617,
,,,,14.335,
,,,,14.556,
,,,,14.231,
,,,,14.68,
,,,,14.684,
,,,,14.522,
,,,,14.481,
,,,,14.459,
,,,,14.038,
,,,,14.702,
,,,,14.534,
,,,,13.449,
,,,,14.398,
,,,,14.413,
,,,,14.763,
,,,,14.659,
,,,,14.547,
,,,,14.654,
,,,,13.671,
,,,,13.864,
,,,,14.59,
,,,,14.337,
,,,,14.224,
,,,,14.424,
,,,,14.501,
,,,,14.331,
,,,,14.756,
,,,,14.154,
,,,,14.291,
,,,,14.441,
,,,,13.975,
,,,,14.239,
,,,,15.15,
,,,,14.642,
,,,,13.87,
,,,,14.214,
,,,,14.472,
,,,,13.795,
,,,,13.935,
,,,,13.806,
,,,,13.341,
,,,,14.3,
,,,,13.677,
,,,,14.174,
,,,,14.361,
,,,,13.812,
,,,,13.73,
,,,,14.184,
,,,,13.723,
,,,,13.614,
,,,,13.788,
,,,,14.139,
,,,,13.765,
,,,,14.241,
,,,,13.906,
,,,,14.447,
,,,,14.315,
,,,,13.203,
,,,,13.951,
,,,,14.113,
,,,,13.896,
,,,,14.08,
,,,,13.94,
,,,,13.283,
,,,,13.671,
,,,,13.216,
,,,,13.176,
,,,,13.143,
,,,,14.517,
,,,,13.657,
,,,,13.975,
,,,,14.767,
,,,,15.56,
,,,,15.51,
,,,,14.881,
,,,,15.331,
,,,,16.095,
,,,,14.984,
,,,,15.069,
,,,,15.172,
,,,,15.36,
,,,,13.678,
,,,,14.674,
,,,,15.284,
,,,,15.306,
,,,,15.257,
,,,,14.511,
,,,,15.361,
,,,,15.408,
,,,,14.192,
,,,,15.644,
,,,,15.319,
,,,,15.053,
,,,,14.458,
,,,,15.513,
,,,,15.204,
,,,,15.277,
,,,,15.001,
,,,,16.053,
,,,,15.865,
,,,,15.167,
,,,,14.925,
,,,,14.566,
,,,,15.013,
,,,,15.024,
,,,,15.018,
,,,,15.334,
,,,,15.228,
,,,,14.83,
,,,,15.406,
,,,,15.262,
,,,,15.061,
,,,,15.29,
,,,,14.589,
,,,,15.191,
,,,,14.397,
,,,,16.131,
,,,,15.384,
,,,,15.708,
,,,,15.834,
,,,,15.337,
,,,,16.043,
,,,,15.193,
,,,,15.313,
,,,,15.119,
,,,,14.623,
,,,,14.816,
,,,,14.686,
,,,,14.671,
,,,,14.694,
,,,,14.788,
,,,,14.97,
,,,,14.692,
,,,,15.593,
,,,,15.449,
,,,,15.247,
,,,,15.402,
,,,,15.305,
,,,,14.935,
,,,,15.322,
,,,,14.604,
,,,,14.697,
