N,N2,N3,M,All,X100
,,,,14.889,
,,,,15.179,
,,,,15.917,
,,,,15.908,
,,,,15.183,
,,,,15.568,
,,,,15.314,
,,,,15.332,
,,,,15.01,
,,,,15.701,
,,,,15.377,
,,,,15.005,
,,,,15.033,
,,,,14.888,
,,,,15.271,
,,,,15.459,
,,,,15.339,
,,,,15.785,
,,,,15.027,
,,,,15.48,
,,,,15.314,
,,,,15.259,
,,,,15.518,
,,,,15.254,
,,,,15.534,
,,,,15.19,
,,,,15.74,
,,,,14.889,
,,,,15.018,
,,,,14.975,
,,,,15.418,
,,,,15.105,
,,,,15.435,
,,,,15.051,
,,,,14.694,
,,,,14.647,
,,,,14.996,
,,,,15.494,
,,,,14.828,
,,,,15.011,
,,,,15.083,
,,,,15.872,
,,,,15.493,
,,,,14.891,
,,,,15.509,
,,,,15.28,
,,,,15.263,
,,,,15.534,
,,,,15.286,
,,,,15.448,
,,,,15.397,
,,,,15.12,
,,,,15.225,
,,,,16.022,
,,,,14.881,
,,,,15.349,
,,,,15.556,
,,,,15.222,
,,,,15.361,
,,,,15.418,
,,,,15.263,
,,,,15.535,
,,,,15.574,
,,,,15.015,
,,,,15.546,
,,,,15.917,
,,,,15.212,
,,,,16.062,
,,,,15.707,
,,,,15.468,
,,,,15.227,
,,,,15.072,
,,,,15.42,
,,,,15.165,
,,,,14.738,
,,,,14.94,
,,,,15.182,
,,,,14.966,
,,,,14.578,
,,,,15.574,
,,,,15.301,
,,,,15.508,
,,,,15.098,
,,,,15.088,
,,,,15.083,
,,,,15.284,
,,,,14.564,
,,,,15.543,
,,,,15.054,
,,,,15.173,
,,,,14.892,
,,,,14.556,
,,,,16.021,
,,,,15.443,
,,,,14.981,
,,,,15.553,
,,,,15.271,
,,,,15.341,
,,,,14.979,
,,,,15.436,
,,,,15.072,
,,,,15.413,
,,,,15.473,
,,,,15.234,
,,,,15.113,
,,,,15.417,
,,,,14.842,
,,,,15.324,
,,,,15.044,
,,,,15.394,
,,,,15.476,
,,,,14.013,
,,,,14.135,
,,,,15.485,
,,,,14.53,
,,,,15.303,
,,,,14.208,
,,,,15.651,
,,,,14.469,
,,,,15.5,
,,,,15.433,
,,,,14.845,
,,,,15.159,
,,,,14.235,
,,,,15.197,
,,,,15.619,
,,,,15.13,
,,,,15.506,
,,,,15.296,
,,,,15.186,
,,,,15.231,
,,,,15.073,
,,,,15.204,
,,,,15.291,
,,,,15.538,
,,,,14.41,
,,,,15.78,
,,,,15.146,
,,,,15.525,
,,,,15.273,
,,,,15.103,
,,,,15.185,
,,,,15.446,
,,,,15.42,
,,,,15.98,
,,,,14.803,
,,,,15.873,
,,,,15.534,
,,,,15.122,
,,,,15.257,
,,,,15.935,
,,,,14.994,
,,,,15.447,
,,,,15.049,
,,,,15.399,
,,,,15.26,
,,,,15.512,
,,,,15.453,
,,,,15.073,
,,,,15.106,
,,,,15.427,
,,,,15.132,
,,,,14.881,
,,,,15.211,
,,,,14.724,
,,,,15.235,
,,,,14.989,
,,,,15.28,
,,,,15.309,
,,,,14.922,
,,,,15.172,
,,,,15.257,
,,,,14.788,
,,,,14.843,
,,,,15.46,
,,,,15.927,
,,,,15.343,
,,,,15.135,
,,,,15.36,
,,,,15.49,
,,,,15.201,
,,,,15.63,
,,,,15.786,
,,,,15.482,
,,,,15.739,
,,,,15.733,
,,,,15.847,
,,,,15.661,
,,,,15.828,
,,,,15.965,
,,,,15.192,
,,,,15.317,
,,,,15.789,
,,,,15.228,
,,,,15.829,
,,,,14.809,
,,,,15.331,
,,,,15.716,
,,,,15.988,
,,,,14.801,
,,,,15.195,
,,,,15.56,
,,,,14.887,
,,,,14.419,
,,,,14.745,
,,,,14.893,
,,,,15.462,
,,,,15.405,
,,,,14.866,
,,,,14.723,
,,,,15.186,
,,,,15.104,
,,,,15.188,
,,,,15.659,
,,,,15.404,
,,,,15.223,
,,,,15.425,
,,,,15.119,
,,,,15.665,
,,,,15.093,
,,,,15.247,
,,,,15.47,
,,,,15.176,
,,,,15.325,
,,,,15.255,
,,,,15.821,
,,,,14.355,
,,,,15.176,
,,,,15.608,
,,,,15.361,
,,,,15.612,
,,,,15.868,
,,,,15.588,
,,,,15.195,
,,,,15.087,
,,,,15.276,
,,,,15.437,
,,,,15.701,
,,,,14.8,
,,,,14.989,
,,,,14.964,
,,,,15.122,
,,,,14.185,
,,,,14.874,
,,,,15.094,
,,,,15.206,
,,,,14.332,
,,,,15.273,
,,,,14.738,
,,,,15.344,
,,,,15.224,
,,,,14.518,
,,,,15.457,
,,,,15.704,
,,,,13.39,
,,,,13.944,
,,,,14.983,
,,,,14.432,
,,,,14.679,
,,,,14.877,
,,,,13.892,
,,,,15.088,
,,,,15.071,
,,,,14.525,
,,,,15.418,
,,,,14.884,
,,,,13.84,
,,,,14.008,
,,,,14.676,
,,,,13.466,
,,,,14.593,
,,,,15.019,
,,,,13.946,
,,,,14.806,
,,,,14.672,
,,,,14.26,
,,,,14.735,
,,,,13.853,
,,,,15.482,
,,,,15.403,
,,,,15.632,
,,,,15.625,
,,,,15.357,
,,,,15.627,
,,,,15.542,
,,,,15.604,
,,,,15.93,
,,,,15.72,
,,,,14.631,
,,,,15.765,
,,,,15.768,
,,,,14.792,
,,,,14.804,
,,,,14.78,
,,,,14.922,
,,,,15.128,
,,,,14.849,
,,,,14.61,
,,,,15.088,
,,,,14.742,
,,,,14.607,
,,,,14.598,
,,,,15.092,
,,,,14.706,
,,,,14.401,
,,,,14.796,
,,,,15.044,
,,,,14.41,
,,,,14.49,
,,,,16.156,
,,,,15.552,
,,,,15.842,
,,,,15.525,
,,,,15.708,
,,,,15.488,
,,,,15.309,
,,,,15.233,
,,,,15.1,
,,,,15.463,
,,,,15.743,
,,,,15.531,
,,,,15.799,
,,,,15.624,
,,,,15.038,
,,,,15.022,
,,,,14.839,
,,,,14.5,
,,,,15.304,
,,,,14.019,
,,,,14.519,
,,,,15.152,
,,,,13.25,
,,,,14.835,
,,,,14.497,
,,,,14.951,
,,,,14.802,
,,,,15.162,
,,,,14.906,
,,,,14.512,
,,,,14.94,
,,,,14.338,
,,,,14.773,
,,,,15.448,
,,,,13.778,
,,,,13.433,
,,,,15.622,
,,,,15.697,
,,,,14.769,
,,,,15.544,
,,,,15.289,
,,,,15.701,
,,,,15.316,
,,,,15.12,
,,,,15.378,
,,,,15.117,
,,,,15.177,
,,,,15.385,
,,,,15.607,
,,,,14.657,
,,,,14.843,
,,,,14.338,
,,,,14.05,
,,,,14.999,
,,,,13.835,
,,,,14.021,
,,,,14.658,
,,,,14.02,
,,,,14.414,
,,,,14.787,
,,,,14.326,
,,,,13.813,
,,,,13.873,
,,,,14.895,
,,,,14.019,
,,,,14.416,
,,,,15.03,
,,,,14.066,
,,,,14.58,
,,,,14.519,
,,,,14.707,
,,,,14.026,
,,,,14.598,
,,,,14.012,
,,,,13.649,
,,,,13.755,
,,,,14.714,
,,,,13.787,
,,,,14.583,
,,,,14.442,
,,,,15.246,
,,,,13.99,
,,,,14.528,
,,,,14.843,
,,,,13.959,
,,,,14.839,
,,,,15.043,
,,,,13.924,
,,,,15.228,
,,,,14.577,
,,,,14.977,
,,,,14.057,
,,,,14.113,
,,,,15.148,
,,,,14.204,
,,,,14.569,
,,,,14.412,
,,,,15.585,
,,,,15.337,
,,,,14.474,
,,,,15.432,
,,,,15.48,
,,,,15.651,
,,,,13.684,
,,,,14.686,
,,,,15.114,
,,,,14.918,
,,,,14.553,
,,,,14.276,
,,,,15.256,
,,,,14.922,
,,,,14.584,
,,,,13.993,
,,,,14.325,
,,,,14.983,
,,,,14.651,
,,,,14.62,
,,,,14.837,
,,,,14.381,
,,,,14.767,
,,,,14.522,
,,,,15.09,
,,,,15.699,
,,,,15.41,
,,,,14.515,
,,,,14.824,
,,,,15.568,
,,,,14.651,
,,,,14.308,
,,,,14.86,
,,,,14.459,
,,,,14.623,
,,,,15.031,
,,,,14.281,
,,,,14.67,
,,,,15.008,
,,,,14.801,
,,,,14.284,
,,,,14.81,
,,,,14.927,
,,,,14.612,
,,,,14.765,
,,,,15.138,
,,,,14.548,
,,,,14.892,
,,,,13.817,
,,,,14.288,
,,,,14.691,
,,,,14.75,
,,,,14.424,
,,,,14.554,
,,,,14.767,
,,,,13.754,
,,,,14.516,
,,,,14.61,
,,,,13.714,
,,,,14.452,
,,,,15.021,
,,,,15.33,
,,,,13.709,
,,,,14.281,
,,,,14.53,
,,,,13.995,
,,,,14.052,
,,,,15.141,
,,,,14.122,
,,,,14.618,
,,,,14.832,
,,,,14.993,
,,,,15.056,
,,,,14.633,
,,,,14.752,
,,,,13.952,
,,,,14.756,
,,,,15.03,
,,,,13.445,
,,,,14.107,
,,,,14.123,
,,,,14.935,
,,,,15.131,
,,,,13.852,
,,,,15.702,
,,,,15.273,
,,,,15.007,
,,,,15.447,
,,,,15.113,
,,,,15.512,
,,,,15.391,
,,,,15.269,
,,,,15.556,
,,,,15.337,
,,,,15.755,
,,,,14.923,
,,,,15.068,
,,,,13.882,
,,,,14.676,
,,,,14.759,
,,,,14.311,
,,,,15.129,
,,,,14.331,
,,,,14.703,
,,,,14.987,
,,,,14.245,
,,,,15.114,
,,,,14.383,
,,,,14.978,
,,,,14.755,
,,,,14.818,
,,,,14.789,
,,,,14.673,
,,,,15.368,
,,,,14.042,
,,,,15.558,
,,,,13.162,
,,,,15.336,
,,,,13.705,
,,,,14.723,
,,,,14.962,
,,,,15.054,
,,,,15.451,
,,,,15.326,
,,,,15.222,
,,,,14.904,
,,,,15.475,
,,,,15.055,
,,,,15.541,
,,,,15.088,
,,,,15.118,
,,,,14.584,
,,,,14.065,
,,,,14.099,
,,,,14.499,
,,,,14.169,
,,,,14.151,
,,,,13.965,
,,,,15.01,
,,,,15.417,
,,,,15.239,
,,,,15.148,
,,,,15.586,
,,,,14.902,
,,,,15.401,
,,,,15.38,
,,,,15.488,
,,,,15.317,
,,,,15.002,
,,,,15.623,
,,,,15.293,
,,,,14.816,
,,,,14.739,
,,,,14.779,
,,,,14.518,
,,,,14.955,
,,,,14.291,
,,,,15.397,
,,,,15.109,
,,,,14.297,
,,,,14.677,
,,,,15.085,
,,,,15.091,
,,,,15.234,
,,,,14.878,
,,,,15.463,
,,,,14.657,
,,,,13.002,
,,,,15.53,
,,,,14.663,
,,,,15.323,
,,,,15.549,
,,,,15.225,
,,,,15.344,
,,,,15.357,
,,,,15.197,
,,,,15.18,
,,,,15.205,
,,,,14.85,
,,,,15.156,
,,,,14.504,
,,,,14.097,
,,,,14.346,
,,,,14.844,
,,,,14.507,
,,,,14.005,
,,,,14.794,
,,,,15.15,
,,,,14.535,
,,,,14.802,
,,,,15.048,
,,,,14.028,
,,,,15.12,
,,,,15.142,
,,,,15.844,
,,,,15.374,
,,,,15.954,
,,,,16.296,
,,,,14.339,
,,,,15.134,
,,,,14.921,
,,,,14.168,
,,,,14.793,
,,,,14.796,
,,,,15.538,
,,,,14.975,
,,,,14.499,
,,,,14.409,
,,,,14.487,
,,,,14.163,
,,,,14.331,
,,,,14.606,
,,,,14.057,
,,,,14.563,
,,,,13.795,
,,,,13.867,
,,,,14.556,
,,,,14.687,
,,,,13.881,
,,,,15.275,
,,,,15.15,
,,,,15.208,
,,,,15.098,
,,,,15.434,
,,,,15.143,
,,,,15.026,
,,,,15.621,
,,,,15.838,
,,,,15.308,
,,,,15.4,
,,,,15.25,
,,,,13.82,
,,,,14.062,
,,,,14.91,
,,,,14.326,
,,,,14.715,
,,,,14.302,
,,,,14.825,
,,,,14.244,
,,,,14.33,
,,,,14.411,
,,,,13.595,
,,,,14.715,
,,,,14.52,
,,,,14.552,
,,,,15.533,
,,,,14.905,
,,,,14.93,
,,,,15.421,
,,,,15.594,
,,,,14.578,
,,,,15.611,
,,,,15.375,
,,,,15.116,
,,,,15.623,
,,,,15.561,
,,,,15.289,
,,,,14.533,
,,,,14.487,
,,,,14.048,
,,,,14.414,
,,,,14.809,
,,,,15.311,
,,,,15.215,
,,,,14.701,
,,,,14.649,
,,,,14.45,
,,,,15.05,
,,,,14.54,
,,,,13.84,
,,,,16.244,
,,,,15.975,
,,,,16.116,
,,,,15.982,
,,,,15.873,
,,,,15.956,
,,,,15.949,
,,,,15.858,
,,,,15.892,
,,,,15.841,
,,,,15.789,
,,,,14.707,
,,,,15.042,
,,,,14.668,
,,,,14.164,
,,,,14.114,
,,,,15.23,
,,,,15.143,
,,,,14.922,
,,,,15.026,
,,,,15.449,
,,,,14.521,
,,,,15.108,
,,,,14.532,
,,,,14.42,
,,,,14.97,
,,,,14.693,
,,,,16.49,
,,,,16.313,
,,,,16.368,
,,,,14.591,
,,,,15.525,
,,,,15.782,
,,,,15.252,
,,,,13.965,
,,,,14.645,
,,,,15.619,
,,,,15.827,
,,,,14.139,
,,,,14.502,
,,,,15.28,
,,,,15.681,
,,,,16.273,
,,,,15.698,
,,,,15.817,
,,,,16.007,
,,,,15.548,
,,,,15.48,
,,,,15.68,
,,,,15.937,
,,,,14.633,
,,,,15.334,
,,,,14.043,
,,,,14.838,
,,,,14.869,
,,,,14.19,
,,,,14.632,
,,,,14.919,
,,,,14.128,
,,,,14.934,
,,,,14.229,
,,,,14.182,
,,,,15.125,
,,,,15.501,
,,,,14.375,
,,,,15.196,
,,,,14.62,
,,,,13.212,
,,,,13.631,
,,,,13.352,
,,,,13.335,
,,,,13.696,
,,,,14.039,
,,,,13.068,
,,,,13.335,
,,,,13.117,
,,,,13.302,
,,,,13.166,
,,,,13.089,
,,,,13,
,,,,13.086,
,,,,13.095,
,,,,13.17,
,,,,13.267,
,,,,13.307,
,,,,13.045,
,,,,13.317,
,,,,13.281,
,,,,13.386,
,,,,13.387,
,,,,13.181,
,,,,14.702,
,,,,13.702,
,,,,14.241,
,,,,13.735,
,,,,13.972,
,,,,14.317,
,,,,13.592,
,,,,13.312,
,,,,13.37,
,,,,13.536,
,,,,13.955,
,,,,13.923,
,,,,13.804,
,,,,13.93,
,,,,13.233,
,,,,13.554,
,,,,14.291,
,,,,13.858,
,,,,13.864,
,,,,14.47,
,,,,14.354,
,,,,14.667,
,,,,14.049,
,,,,13.887,
,,,,14.407,
,,,,13.968,
,,,,14.5,
,,,,13.281,
,,,,13.111,
,,,,13.352,
,,,,13.056,
,,,,13.517,
,,,,13.123,
,,,,13.236,
,,,,13.311,
,,,,13.166,
,,,,13.508,
,,,,13.524,
,,,,14.178,
,,,,14.426,
,,,,14.011,
,,,,14.165,
,,,,14.483,
,,,,14.799,
,,,,14.851,
,,,,14.815,
,,,,14.502,
,,,,14.749,
,,,,14.64,
,,,,14.328,
,,,,14.328,
,,,,14.998,
,,,,14.522,
,,,,14.113,
,,,,14.889,
,,,,14.546,
,,,,14.355,
,,,,14.437,
,,,,14.281,
,,,,14.16,
,,,,14.145,
,,,,14.441,
,,,,14.358,
,,,,14.248,
,,,,14.16,
,,,,14.441,
,,,,14.188,
,,,,14.336,
,,,,14.288,
,,,,14.232,
,,,,13.892,
,,,,14.165,
,,,,13.374,
,,,,14.017,
,,,,13.897,
,,,,14.085,
,,,,14.103,
,,,,13.996,
,,,,13.997,
,,,,14.032,
,,,,14.065,
,,,,14.045,
,,,,14.032,
,,,,13.885,
,,,,14.036,
,,,,14.003,
,,,,14.154,
,,,,13.863,
,,,,13.967,
,,,,14.041,
,,,,14.048,
,,,,14.142,
,,,,14.109,
,,,,14.007,
,,,,14.012,
,,,,13.89,
,,,,14.108,
,,,,14.056,
,,,,14.125,
,,,,13.95,
,,,,13.935,
,,,,14.127,
,,,,14.055,
,,,,14.073,
,,,,14.088,
,,,,13.981,
,,,,14.071,
,,,,13.98,
,,,,13.13,
,,,,13.195,
,,,,13.611,
,,,,13.736,
,,,,13.474,
,,,,13.345,
,,,,13.209,
,,,,13.712,
,,,,13.356,
,,,,13.338,
,,,,13.314,
,,,,13.129,
,,,,13.541,
,,,,13.507,
,,,,13.369,
,,,,13.782,
,,,,13.257,
,,,,13.705,
,,,,13.358,
,,,,13.594,
,,,,13.474,
,,,,13.809,
,,,,14.006,
,,,,13.668,
,,,,13.356,
,,,,13.983,
,,,,13.599,
,,,,13.542,
,,,,13.046,
,,,,13.128,
,,,,13.403,
,,,,13.423,
,,,,13.219,
,,,,13.42,
,,,,13.525,
,,,,13.099,
,,,,13.248,
,,,,13.368,
,,,,13.018,
,,,,13.451,
,,,,13.543,
,,,,13.168,
,,,,13.171,
,,,,13.802,
,,,,13.135,
,,,,13.745,
,,,,13.364,
,,,,13.506,
,,,,13.399,
,,,,13.289,
,,,,13.499,
,,,,13.449,
,,,,13.478,
,,,,13.237,
,,,,14.044,
,,,,14.813,
,,,,13.886,
,,,,14.456,
,,,,13.424,
,,,,13.323,
,,,,13.857,
,,,,13.609,
,,,,14.301,
,,,,15.039,
,,,,14.349,
,,,,14.429,
,,,,14.36,
,,,,13.76,
,,,,14.171,
,,,,14.199,
,,,,14.077,
,,,,14.39,
,,,,14.294,
,,,,14.344,
,,,,14.1,
,,,,14.764,
,,,,14.546,
,,,,14.209,
,,,,14.249,
,,,,14.79,
,,,,14.588,
,,,,14.365,
,,,,14.61,
,,,,14.247,
,,,,14.63,
,,,,14.558,
,,,,14.483,
,,,,14.611,
,,,,14.486,
,,,,14.602,
,,,,14.771,
,,,,15.124,
,,,,14.509,
,,,,14.376,
,,,,14.462,
,,,,14.555,
,,,,14.562,
,,,,14.445,
,,,,14.286,
,,,,14.232,
,,,,14.624,
,,,,14.176,
,,,,14.688,
,,,,14.553,
,,,,14.433,
,,,,14.781,
,,,,14.6,
,,,,14.472,
,,,,14.203,
,,,,14.383,
,,,,14.32,
,,,,14.367,
,,,,14.894,
,,,,14.907,
,,,,14.912,
,,,,14.422,
,,,,15.122,
,,,,15.003,
,,,,14.511,
,,,,15.112,
,,,,14.715,
,,,,14.58,
,,,,14.525,
,,,,14.476,
,,,,14.459,
,,,,14.699,
,,,,14.626,
,,,,14.508,
,,,,14.46,
,,,,14.604,
,,,,15.154,
,,,,14.37,
,,,,14.356,
,,,,14.422,
,,,,14.094,
,,,,15.166,
,,,,15.022,
,,,,14.151,
,,,,14.527,
,,,,14.202,
,,,,14.602,
,,,,14.492,
,,,,14.654,
,,,,14.306,
,,,,14.523,
,,,,14.243,
,,,,14.413,
,,,,14.675,
,,,,14.886,
,,,,14.258,
,,,,14.765,
,,,,14.404,
,,,,14.222,
,,,,14.153,
,,,,14.636,
,,,,14.732,
,,,,14.177,
,,,,14.391,
,,,,14.459,
,,,,14.565,
,,,,14.168,
,,,,14.757,
,,,,14.647,
,,,,14.835,
,,,,14.625,
,,,,14.473,
,,,,14.465,
,,,,14.81,
,,,,14.561,
,,,,14.716,
,,,,14.075,
,,,,14.832,
,,,,14.607,
,,,,14.768,
,,,,14.615,
,,,,14.649,
,,,,14.832,
,,,,14.322,
,,,,14.485,
,,,,14.274,
,,,,14.514,
,,,,14.686,
,,,,14.746,
,,,,14.714,
,,,,14.523,
,,,,14.582,
,,,,14.242,
,,,,14.624,
,,,,14.212,
,,,,14.668,
,,,,14.565,
,,,,14.927,
,,,,14.665,
,,,,14.442,
,,,,14.759,
,,,,14.581,
,,,,14.659,
,,,,14.405,
,,,,15.063,
,,,,14.336,
,,,,15.014,
,,,,14.44,
,,,,14.855,
,,,,14.281,
,,,,14.582,
,,,,14.704,
,,,,14.272,
,,,,14.084,
,,,,13.869,
,,,,14.403,
,,,,14.036,
,,,,14.106,
,,,,14.317,
,,,,14.402,
,,,,14.496,
,,,,14.12,
,,,,14.196,
,,,,14.163,
,,,,14.228,
,,,,14.003,
,,,,14.517,
,,,,13.857,
,,,,14.186,
,,,,14.379,
,,,,14.474,
,,,,13.931,
,,,,13.988,
,,,,13.968,
,,,,14.499,
,,,,14.384,
,,,,13.894,
,,,,14.345,
,,,,14.504,
,,,,14.17,
,,,,14.17,
,,,,14.399,
,,,,14.74,
,,,,14.419,
,,,,14.341,
,,,,14.877,
,,,,14.279,
,,,,14.173,
,,,,14.147,
,,,,14.61,
,,,,14.602,
,,,,14.534,
,,,,14.787,
,,,,14.533,
,,,,14.823,
,,,,14.513,
,,,,14.406,
,,,,13.229,
,,,,13.024,
,,,,13.298,
,,,,13.169,
,,,,13.439,
,,,,13.436,
,,,,13.075,
,,,,13.55,
,,,,13.424,
,,,,13.041,
,,,,13.114,
,,,,13.04,
,,,,13.357,
,,,,13.178,
,,,,13.562,
,,,,13.276,
,,,,13.047,
,,,,13.426,
,,,,13.077,
,,,,13.064,
,,,,13.078,
,,,,13.071,
,,,,13.104,
,,,,13.48,
,,,,13.13,
,,,,13.435,
,,,,13.412,
,,,,13.054,
,,,,13.087,
,,,,13.017,
,,,,13.173,
,,,,13.931,
,,,,13.471,
,,,,13.784,
,,,,14.099,
,,,,13.932,
,,,,14.339,
,,,,14.087,
,,,,13.629,
,,,,13.849,
,,,,13.936,
,,,,13.919,
,,,,14.337,
,,,,14.462,
,,,,14.275,
,,,,13.937,
,,,,14.169,
,,,,14.308,
,,,,14.485,
,,,,14.27,
,,,,14.157,
,,,,14.355,
,,,,13.896,
,,,,14,
,,,,14.357,
,,,,14.173,
,,,,14.335,
,,,,14.496,
,,,,14.455,
,,,,14.535,
,,,,14.018,
,,,,14.153,
,,,,14.192,
,,,,14.082,
,,,,14.067,
,,,,14.201,
,,,,14.415,
,,,,14.489,
,,,,13.972,
,,,,14.173,
,,,,14.276,
,,,,14.217,
,,,,14.726,
,,,,13.956,
,,,,14.029,
,,,,14.081,
,,,,14.466,
,,,,14.401,
,,,,14.34,
,,,,14.318,
,,,,14.386,
,,,,14.263,
,,,,14.406,
,,,,14.482,
,,,,14.502,
,,,,14.649,
,,,,14.095,
,,,,14.305,
,,,,14.212,
,,,,14.226,
,,,,14.091,
,,,,14.451,
,,,,14.313,
,,,,14.49,
,,,,13.881,
,,,,14.286,
,,,,14.437,
,,,,14.221,
,,,,14.391,
,,,,14.243,
,,,,13.974,
,,,,14.194,
,,,,14.506,
,,,,13.939,
,,,,14.577,
,,,,14.431,
,,,,14.315,
,,,,14.676,
,,,,14.177,
,,,,14.402,
,,,,14.167,
,,,,14.253,
,,,,14.506,
,,,,14.248,
,,,,14.042,
,,,,14.355,
,,,,14.452,
,,,,14.26,
,,,,14.294,
,,,,14.482,
,,,,14.395,
,,,,14.219,
,,,,14.355,
,,,,14.543,
,,,,14.51,
,,,,14.409,
,,,,13.992,
,,,,13.949,
,,,,14.344,
,,,,13.794,
,,,,14.569,
,,,,13.883,
,,,,14.284,
,,,,14.427,
,,,,14.445,
,,,,14.586,
,,,,14.539,
,,,,14.298,
,,,,14.332,
,,,,14.408,
,,,,14.219,
,,,,14.441,
,,,,14.674,
,,,,12.688,
,,,,12.902,
,,,,12.714,
,,,,12.902,
,,,,12.609,
,,,,12.841,
,,,,12.743,
,,,,12.736,
,,,,12.513,
,,,,12.835,
,,,,13.008,
,,,,12.847,
,,,,13.014,
,,,,12.823,
,,,,12.805,
,,,,13.073,
,,,,13.128,
,,,,12.908,
,,,,12.819,
,,,,13.055,
,,,,12.914,
,,,,13.158,
,,,,12.933,
,,,,13.41,
,,,,14.3,
